source_id,matrix_id,family,band_id,noise_seed,condition,ecg_id,achieved_snr_0,max_snr_abs_error_db,max_scaled_noise_snr_abs_error_db,max_lead_rms_relative_error,max_scaled_lead_rms_relative_error,effective_cross_lead_correlation,active_lead_count,power_fraction_0_5,power_fraction_5_15,power_fraction_15_40,power_fraction_40_50,crop_mean_removed_rms,crop_to_long_source_power_ratio,crop_demeaning_retained_power_fraction,source_fft_df_hz,source_lowest_retained_hz
random_02,random_02,randomized,legacy_0p5_40,8128,independent_rms,9,4.128446925039265e-09,5.1300352410521555e-08,5.218820930963375e-08,7.811343560841296e-09,5.687465571329769e-09,0.029405915619288073,12,0.11344727556310322,0.2513515425110987,0.6323263715780407,0.00287481034775727,3.1584495453635756e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,electrode,9,1.700755422902734e-10,6.3655658522066e-08,5.939345371075433e-08,1.2337021936887254e-08,9.091073229075018e-09,0.29390442700811775,12,0.11065068310524133,0.27114533541563823,0.61678159889529,0.0014223825838301143,6.64929985391762e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,independent_rms,9,2.2481356578663353e-09,8.379993232665583e-08,6.197847746136631e-08,1.2337021936887254e-08,9.091073229075018e-09,0.029405916145736476,12,0.1135794297263446,0.25082209943118966,0.63269226783261,0.0029062030098556766,3.1584495453635756e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,electrode,9,-1.11208172099282e-10,5.294634419783506e-08,4.9490470388491303e-08,8.507114576782173e-09,5.071714092159257e-09,0.2561768241543768,12,0.11226860381838305,0.251879812763943,0.6347131905087485,0.0011383929089254432,7.419967475909162e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,independent_rms,9,-7.830081077873983e-09,5.8112210155059074e-08,4.855475843612567e-08,8.507114576782173e-09,5.071714092159257e-09,0.02940591588916841,12,0.11345676545957285,0.2513955380366588,0.6322823369728673,0.002865359530901041,3.1584495453635756e-18,1.0,1.0,0.1,0.5
band_0p05_5,standard,standard,band_0p05_5,8128,electrode,9,-1.913093099036435e-09,5.956946935725682e-08,6.04219518862692e-08,1.8465221044037764e-08,4.795192368134851e-09,0.2081254977831432,12,0.9899053676339036,0.009621107512364481,0.00039641159283277386,7.711326089918062e-05,0.021928771497990034,0.9570757216713944,0.9966565932664954,0.01,0.05
band_0p05_5,standard,standard,band_0p05_5,8128,independent_rms,9,1.1177558236479412e-09,5.3342240846632194e-08,5.289816407128001e-08,1.8465221044037764e-08,4.795192368134851e-09,0.09213889662383346,12,0.9866877809630767,0.012620748650031877,0.0005811379541650503,0.0001103324327266211,0.007552452468231974,1.0138716918037456,0.9994338000912119,0.01,0.05
band_5_15,standard,standard,band_5_15,8128,electrode,9,1.1911305362310098e-09,5.434913674662312e-08,5.97734821639051e-08,9.037108961597287e-09,5.447072669075454e-09,0.21516442914987804,12,0.0014570921902834334,0.9940407305749278,0.004471239386074342,3.093784871452358e-05,0.0014360371664047637,1.0234241495511232,0.9999935077445786,0.01,5.0
band_5_15,standard,standard,band_5_15,8128,independent_rms,9,8.50480507943203e-09,7.309168026381485e-08,6.835164967355922e-08,9.037108961597287e-09,5.447072669075454e-09,0.06139296858247239,12,0.002197613247215068,0.9878176272474251,0.009897087352153177,8.767215320700013e-05,0.001228874414327152,0.9976401825528111,0.999992524408641,0.01,5.0
band_15_40,standard,standard,band_15_40,8128,electrode,9,-1.5231721094186876e-09,6.955194109536933e-08,5.435057914837671e-08,9.436676717042698e-09,3.3739261128269286e-09,0.20188097283053685,12,3.9482710522634136e-05,0.0003308173904131843,0.9957854896406032,0.003844210258460872,0.0005403585334250562,1.0042134635284032,0.999999620113525,0.01,15.0
band_15_40,standard,standard,band_15_40,8128,independent_rms,9,-5.035518417474958e-09,6.523434947780515e-08,5.6653949087603905e-08,9.436676717042698e-09,3.3739261128269286e-09,0.03211341521058506,12,0.00014774152959504136,0.001262999631754569,0.9957694457101783,0.002819813128472102,0.0008754557710157975,1.0223734446453758,0.9999985074285217,0.01,15.0
band_0p5_40,standard,standard,band_0p5_40,8128,electrode,9,4.750713937985456e-09,6.093251236904962e-08,6.244491146389919e-08,1.724151119310672e-08,6.239615055798051e-09,0.20056169787667438,12,0.10745709974134712,0.2604756188992135,0.6297521202872883,0.002315161072150873,0.005100862404476761,1.003302567299389,0.9999785927007993,0.01,0.5
band_0p5_40,standard,standard,band_0p5_40,8128,independent_rms,9,-5.27697010398337e-09,4.9265398871511934e-08,5.529860125363939e-08,1.724151119310672e-08,6.239615055798051e-09,0.027441757652228012,12,0.11027173580673537,0.2490160095980548,0.638818254156916,0.001894000438293685,0.005758891800844423,1.015822189245533,0.9999589075764825,0.01,0.5
standard,standard,standard,legacy_0p5_40,8128,electrode,38,-9.341671608098361e-10,1.5197278457890206e-07,1.5474197923026622e-07,3.055579696827466e-08,6.344778480995481e-09,0.2008321939786294,12,0.12346540333484944,0.2435538745971472,0.6309909940305389,0.001989728037464467,7.597257590648793e-18,1.0,1.0,0.1,0.5
standard,standard,standard,legacy_0p5_40,8128,independent_rms,38,-1.6650849499801494e-10,1.7098810900506578e-07,1.522290489219813e-07,3.055579696827466e-08,6.344778480995481e-09,0.028276341804445954,12,0.11339371139638903,0.2525766510956821,0.6305708072918501,0.003458830216078738,4.579361570909774e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,electrode,38,7.192725706932034e-10,5.847184958440721e-08,5.930998625558459e-08,1.177948332894356e-08,3.121685684176471e-09,0.3670847618984013,12,0.1258004663057594,0.24011216047758116,0.6322284917671256,0.001858881449533962,6.118661928364228e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,independent_rms,38,7.745093437790649e-09,5.425577498385792e-08,6.026199272923805e-08,1.177948332894356e-08,3.121685684176471e-09,0.028276341944812884,12,0.1092203920014487,0.2563336095277482,0.6303921713873336,0.00405382708346966,4.579361570909774e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,electrode,38,1.3342467593869668e-08,6.654813589079822e-08,6.150837883467375e-08,6.173330931967996e-09,5.981163733984331e-09,0.023810112072909038,6,0.11924349638641872,0.2517481351516162,0.6271281280394814,0.0018802404224837418,4.8240436051117785e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,independent_rms,38,8.287748474832127e-10,5.548413106737371e-08,5.063599317622902e-08,6.173330931967996e-09,5.981163733984331e-09,0.03900596340418543,6,0.12233729281610341,0.24494630023860284,0.6305199487669895,0.002196458178304274,4.579361570909774e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,electrode,38,5.5562600645775235e-09,7.498138110406671e-08,6.284551190560705e-08,1.1799235631975162e-08,4.551984586612258e-09,0.25109318616516235,12,0.12306466845628565,0.24430562953536938,0.6308683617570012,0.0017613402513435815,4.825746709703272e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,independent_rms,38,1.9710197669199253e-09,6.131255858576878e-08,6.474355629393358e-08,1.1799235631975162e-08,4.551984586612258e-09,0.028276342543266816,12,0.11367930419512705,0.2532132868280758,0.6297512544351348,0.003356154541662312,4.579361570909774e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,electrode,38,1.6806752317747947e-09,5.176969786191421e-08,5.776526990075581e-08,9.953591225789056e-09,6.7172416250480075e-09,0.25753014965214965,12,0.12147567605284852,0.2413596053093136,0.6349260476574835,0.0022386709803544373,8.712716426312192e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,independent_rms,38,-5.850696248780527e-09,6.915492356540653e-08,5.882504261478516e-08,9.953591225789056e-09,6.7172416250480075e-09,0.028276342209271176,12,0.11356165331203616,0.2526642495371681,0.6303896718449179,0.0033844253058778343,4.579361570909774e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,electrode,38,-3.5138111202472872e-09,5.594537810793554e-08,5.6846173990265925e-08,1.0909788236945865e-08,4.903542861576288e-09,0.30322458602014096,12,0.13206147536460466,0.23929312264428193,0.6266344855251136,0.0020109164659999046,6.875021156657795e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,independent_rms,38,-4.965326947204054e-10,6.194655277624861e-08,6.011541842099177e-08,1.0909788236945865e-08,4.903542861576288e-09,0.02827634251066309,12,0.11337032624137272,0.2528857409550188,0.6303398219745681,0.0034041108290404722,4.579361570909774e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,electrode,38,8.505503252516447e-09,6.607822911064432e-08,6.983506040114662e-08,1.1436869782364384e-08,3.681913808695412e-09,0.3010024071723235,12,0.12665311274852878,0.24013716422749548,0.6315151200271697,0.001694602996806048,8.915950358947108e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,independent_rms,38,3.1455281900814396e-09,6.923626827415319e-08,6.080379222339616e-08,1.1436869782364384e-08,3.681913808695412e-09,0.028276342462756364,12,0.11353018659688484,0.25312691924248903,0.6298950685611591,0.0034478255994671064,4.579361570909774e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,electrode,38,3.2214892288936268e-09,8.066392709338288e-08,6.390305884451664e-08,1.1441284524687658e-08,5.108101365059798e-09,0.2617277886691481,12,0.12291270195651616,0.24732101835729978,0.6276904014399962,0.0020758782461878793,8.85584110408053e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,independent_rms,38,-1.992329475768787e-10,5.2182741683282075e-08,5.23790291140358e-08,1.1441284524687658e-08,5.108101365059798e-09,0.02827634218137891,12,0.11349424072565546,0.2526224128054734,0.6304765064758001,0.0034068399930711904,4.579361570909774e-18,1.0,1.0,0.1,0.5
band_0p05_5,standard,standard,band_0p05_5,8128,electrode,38,-3.904608683711644e-09,6.3506869096841e-08,6.042969502573214e-08,8.187426529089189e-09,4.642465676732302e-09,0.2249182751454348,12,0.9758771264449154,0.02350039547493465,0.0005234274873720817,9.905059277768789e-05,0.010254629536475083,1.0055320879030099,0.9993102160625336,0.01,0.05
band_0p05_5,standard,standard,band_0p05_5,8128,independent_rms,38,-1.4100916955063285e-09,5.491163079796024e-08,5.254463175674573e-08,8.187426529089189e-09,4.642465676732302e-09,0.07812397638561232,12,0.983605022635674,0.015920279935356777,0.0003980512989676319,7.664613000134717e-05,0.01213313711331566,0.9941314069299523,0.9985066296490142,0.01,0.05
band_5_15,standard,standard,band_5_15,8128,electrode,38,2.14232482665226e-09,5.04348367513785e-08,4.3704202923322555e-08,9.492112866706046e-09,8.16970771430266e-09,0.20291142728345932,12,0.003157578369548898,0.9902863016136778,0.006465385359412644,9.073465736047244e-05,0.001310667722000996,1.0209939663604348,0.9999945772500274,0.01,5.0
band_5_15,standard,standard,band_5_15,8128,independent_rms,38,2.6511001404151337e-09,5.904018784974596e-08,6.059337565034184e-08,9.492112866706046e-09,8.16970771430266e-09,0.052240095096673496,12,0.0025531309404395203,0.9887535996786861,0.008583476689200297,0.00010979269167408688,0.0012507916601378806,1.0555013319653175,0.9999926660244173,0.01,5.0
band_15_40,standard,standard,band_15_40,8128,electrode,38,2.264145422457736e-09,6.732857826818872e-08,6.724977552607925e-08,1.3649893498751517e-08,6.336467785587837e-09,0.20239354095789935,12,0.00011223298311245396,0.000992909475261798,0.9976656383572088,0.001229219184417072,0.0009102825440099117,1.0091674726241149,0.9999989269085869,0.01,15.0
band_15_40,standard,standard,band_15_40,8128,independent_rms,38,-2.9766228613277055e-09,4.58618831800095e-08,5.569864747201336e-08,1.3649893498751517e-08,6.336467785587837e-09,0.030523054998979247,12,7.809171064048538e-05,0.0007154435478817917,0.9965600383575428,0.0026464263839349753,0.0005942454806631666,0.9972913394301071,0.9999992981525452,0.01,15.0
band_0p5_40,standard,standard,band_0p5_40,8128,electrode,38,3.0488572546108136e-09,6.35468548892959e-08,5.80669912153553e-08,6.727163126635018e-09,4.1306228831946e-09,0.19274177279559004,12,0.11113874074159165,0.2588185390318125,0.6291705734414004,0.0008721467851954207,0.004515908690245133,1.011972523682921,0.999983393476199,0.01,0.5
band_0p5_40,standard,standard,band_0p5_40,8128,independent_rms,38,-7.539676265736004e-10,6.818232378691391e-08,6.053843293329919e-08,6.727163126635018e-09,4.1306228831946e-09,0.022543354351198374,12,0.1080396638091501,0.2671359851793233,0.6231510213905819,0.0016733296209445604,0.0038409872246417446,1.010269811131975,0.9999816664104884,0.01,0.5
standard,standard,standard,legacy_0p5_40,8128,electrode,40,5.034126889729686e-10,1.7967622767400826e-07,1.4551793725559037e-07,5.2301990260808655e-08,5.121166520831174e-09,0.18876107985099752,12,0.1219956312341044,0.23847388260293562,0.6378818539495718,0.0016486322133883746,8.61311757119101e-18,1.0,1.0,0.1,0.5
standard,standard,standard,legacy_0p5_40,8128,independent_rms,40,-3.4534008260566e-09,1.6123798474154682e-07,1.474489437214288e-07,5.2301990260808655e-08,5.121166520831174e-09,0.027056637987046595,12,0.11684688894543128,0.25723032641978394,0.6243439383781643,0.0015788462566205177,4.539712672504608e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,electrode,40,-1.0277486333440364e-08,5.5046472269282276e-08,5.624019649985712e-08,1.3099884649672824e-08,3.842895622277062e-09,0.37125272035737317,12,0.12170240432209323,0.2397423056690772,0.6368254331163985,0.0017298568924312605,7.982289940786968e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,independent_rms,40,3.131537728222912e-10,6.064156821139477e-08,6.425898746442726e-08,1.3099884649672824e-08,3.842895622277062e-09,0.027056638256006387,12,0.11846613337184951,0.26008644105907386,0.6199748881145913,0.001472537454485336,4.539712672504608e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,electrode,40,3.8352364088103025e-09,5.223926180519811e-08,5.94694746780533e-08,8.151981512808746e-09,4.107072439561767e-09,0.028832611488656016,6,0.1181951152202491,0.24235422224168912,0.6384993225035888,0.0009513400344728945,3.9073962476903975e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,independent_rms,40,-3.181316312275814e-10,5.728438523533441e-08,5.822679405298459e-08,8.151981512808746e-09,4.107072439561767e-09,0.022475773113680615,6,0.11410806024478003,0.2513165153383908,0.632780119906808,0.0017953045100212118,4.539712672504608e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,electrode,40,-1.8425197576936845e-09,4.6446054113857826e-08,5.7049653889862384e-08,1.154907762477573e-08,9.068338157549707e-09,0.24598108505081748,12,0.12258593531054145,0.24075484981286696,0.6348932833790146,0.0017659314975770192,1.1944403778743348e-17,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,independent_rms,40,-5.9660298139372065e-09,5.985989304235773e-08,5.4375380642568416e-08,1.154907762477573e-08,9.068338157549707e-09,0.02705663807644044,12,0.11733280561829407,0.2570176882387785,0.6240490034016924,0.0016005027412349234,4.539712672504608e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,electrode,40,-2.7686126050172413e-09,5.6105299961473065e-08,5.285511583963398e-08,8.85840235084008e-09,6.5056327783111424e-09,0.2529982672606672,12,0.11836782969483331,0.23858343621039083,0.6413912764392659,0.0016574576555098489,8.654993748791037e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,independent_rms,40,1.5814681150354512e-09,5.018746307428046e-08,5.5958778943931975e-08,8.85840235084008e-09,6.5056327783111424e-09,0.02705663757415935,12,0.11685740602352514,0.2572527191690779,0.6243057644874113,0.0015841103199857422,4.539712672504608e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,electrode,40,3.1768967982181184e-09,5.837641836592411e-08,6.320851575480901e-08,2.9353817712980236e-08,6.71425916925724e-09,0.29141760680149703,12,0.11748586335177606,0.24426837976802362,0.6363787643142039,0.0018669925659963325,9.935100440648755e-18,1.0,1.0,0.1,0.5
random_02,random_02,randomized,legacy_0p5_40,8128,independent_rms,40,8.029224810674836e-09,8.493215197802328e-08,7.220775444238825e-08,2.9353817712980236e-08,6.71425916925724e-09,0.027056638311206013,12,0.11694915826209082,0.257208244502481,0.6242912637690096,0.0015513334664184848,4.539712672504608e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,electrode,40,2.880449998949308e-09,5.16802263206273e-08,6.19251281364086e-08,1.366875178879192e-08,3.5608084827308757e-09,0.28782265403604235,12,0.11637207882480341,0.2451887544281207,0.6371804372316398,0.0012587295154361318,7.121599705461844e-18,1.0,1.0,0.1,0.5
random_03,random_03,randomized,legacy_0p5_40,8128,independent_rms,40,-4.959970592839567e-09,6.265472052291443e-08,5.5585850589068286e-08,1.366875178879192e-08,3.5608084827308757e-09,0.02705663815321429,12,0.11732704596981841,0.2570597819599681,0.6240234551744935,0.001589716895719972,4.539712672504608e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,electrode,40,-2.6804682528816406e-09,6.49973941335702e-08,6.156969334369933e-08,1.5788065221171198e-08,6.689737015821715e-09,0.2525151879576674,12,0.1225364281333395,0.23708797670356635,0.6386984435232805,0.0016771516398134836,8.707055754511835e-18,1.0,1.0,0.1,0.5
random_04,random_04,randomized,legacy_0p5_40,8128,independent_rms,40,-6.018689808303407e-09,3.54507534439108e-08,5.382802470421666e-08,1.5788065221171198e-08,6.689737015821715e-09,0.027056638140566754,12,0.11722840999493703,0.25734851174059487,0.6238355765898204,0.0015875016746477774,4.539712672504608e-18,1.0,1.0,0.1,0.5
band_0p05_5,standard,standard,band_0p05_5,8128,electrode,40,2.677829369116659e-09,5.2602606714913236e-08,5.9369355653871025e-08,1.5380274289483592e-08,4.958864288999841e-09,0.24310408070704967,12,0.9819271705056906,0.017801278102178478,0.00022762593260812667,4.392545952295386e-05,0.019731999134067084,1.0033778068005863,0.9975758554781444,0.01,0.05
band_0p05_5,standard,standard,band_0p05_5,8128,independent_rms,40,-2.3035430223048754e-09,4.9253197076382094e-08,5.701717320505395e-08,1.5380274289483592e-08,4.958864288999841e-09,0.08347437671916214,12,0.9856304582740797,0.013827991415838736,0.0004556039958873875,8.594631419426576e-05,0.019765642816381216,0.949750576942844,0.9958635776442983,0.01,0.05
band_5_15,standard,standard,band_5_15,8128,electrode,40,3.456239321206084e-09,6.964412868626368e-08,5.734611363550357e-08,2.1693848531206095e-08,1.1217259391809756e-08,0.21928675870037595,12,0.004489484376968464,0.9895707594748644,0.0058675705493882345,7.218559877876476e-05,0.0022374903908717403,0.9731036148568575,0.9999834855192284,0.01,5.0
band_5_15,standard,standard,band_5_15,8128,independent_rms,40,-6.112183767134991e-09,5.9284140263571317e-08,6.259517171258722e-08,2.1693848531206095e-08,1.1217259391809756e-08,0.058151350186812195,12,0.0016341720369295225,0.9931535395550326,0.005081808203316006,0.00013048020472173632,0.0007223455975120923,0.9985809087593371,0.999997438394797,0.01,5.0
band_15_40,standard,standard,band_15_40,8128,electrode,40,-7.691741063963458e-10,5.3196220761719815e-08,6.105299021896826e-08,9.418600738924784e-09,5.310474426925154e-09,0.19561056584936892,12,0.00012381638244723012,0.0009957962348583827,0.9950750616004503,0.003805325782244108,0.0009878227552698007,1.0562429508943232,0.9999988007727271,0.01,15.0
band_15_40,standard,standard,band_15_40,8128,independent_rms,40,1.956363918089875e-09,6.818069309133534e-08,6.668389573860622e-08,9.418600738924784e-09,5.310474426925154e-09,0.02721646583319069,12,9.70565794380742e-05,0.0010105351561919015,0.9948860783055676,0.004006329958802345,0.0006925369278548199,1.0169261988872598,0.9999990522783957,0.01,15.0
band_0p5_40,standard,standard,band_0p5_40,8128,electrode,40,8.968315825590704e-09,4.53511930231798e-08,5.6444346085982033e-08,7.930371485406752e-09,3.80498038946332e-09,0.18839951483880324,12,0.11433094042942304,0.23998162234322357,0.6431850608596112,0.0025023763677423233,0.005142518295397941,1.0284910119325077,0.9999790339780981,0.01,0.5
band_0p5_40,standard,standard,band_0p5_40,8128,independent_rms,40,1.139473442516544e-09,6.020684040208835e-08,5.8670160285601014e-08,7.930371485406752e-09,3.80498038946332e-09,0.02278210204679632,12,0.10857683341318412,0.25667178658592577,0.6319142661429313,0.002837113857958615,0.0034340563656099486,1.0056459709019927,0.9999851837332403,0.01,0.5
standard,standard,standard,legacy_0p5_40,8128,electrode,57,6.2232680143934596e-09,1.0979434428293189e-07,1.436492453876781e-07,3.431247757596762e-08,5.622867390030565e-09,0.18465848931365553,12,0.11735457786543242,0.25973943924684173,0.6188906146968273,0.004015368190898547,5.61294329227226e-18,1.0,1.0,0.1,0.5
standard,standard,standard,legacy_0p5_40,8128,independent_rms,57,-4.1444417465030286e-09,1.7141045560720158e-07,1.4887481825098803e-07,3.431247757596762e-08,5.622867390030565e-09,0.025902638698064025,12,0.10899465114027279,0.2604948512394678,0.6280259596927367,0.0024845379275228096,4.433484433462791e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,electrode,57,-1.2984317377024649e-08,7.089906972623794e-08,5.903237010329576e-08,1.171906098989903e-08,5.054659760338812e-09,0.3675056213665544,12,0.11713827724313447,0.25614106309263884,0.6217084670118221,0.005012192652404726,4.727690660487634e-18,1.0,1.0,0.1,0.5
limb_only,limb_only,limb_only,legacy_0p5_40,8128,independent_rms,57,3.5965827189369593e-09,5.958345106193974e-08,6.417026732208342e-08,1.171906098989903e-08,5.054659760338812e-09,0.02590263871749674,12,0.10834751011811279,0.26228284417876113,0.6267700895389832,0.002599556164142864,4.433484433462791e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,electrode,57,1.7063707014385535e-09,5.0896362679964113e-08,6.066911417690335e-08,5.8873557021144566e-09,3.950613303279219e-09,0.02574536295651025,6,0.11888826930569595,0.2702560126566887,0.6096759210268748,0.001179797010740611,4.696737675488397e-18,1.0,1.0,0.1,0.5
precordial_only,precordial_only,precordial_only,legacy_0p5_40,8128,independent_rms,57,-1.0500960545401487e-08,4.8299275690055765e-08,5.30960910793965e-08,5.8873557021144566e-09,3.950613303279219e-09,0.020220493745250697,6,0.1107971798283626,0.25635539849544214,0.6306132848081212,0.0022341368680740374,4.433484433462791e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,electrode,57,4.620024422549282e-09,7.010400260298866e-08,6.436964916645138e-08,1.1264923786119566e-08,4.324048692755822e-09,0.25931886544776506,12,0.11719661210322006,0.26253536016179985,0.617187913621425,0.0030801141135551363,3.8400451581805236e-18,1.0,1.0,0.1,0.5
random_00,random_00,randomized,legacy_0p5_40,8128,independent_rms,57,3.1588416950750112e-09,6.782943273719866e-08,6.292029119947529e-08,1.1264923786119566e-08,4.324048692755822e-09,0.025902638730581018,12,0.1087075746424337,0.261025242041531,0.6277218528584854,0.0025453304575498,4.433484433462791e-18,1.0,1.0,0.1,0.5
random_01,random_01,randomized,legacy_0p5_40,8128,electrode,57,5.099637509140197e-09,6.68294379835288e-08,6.88597108222666e-08,7.916574999991688e-09,4.611876213072836e-09,0.2560928654001668,12,0.11971880680691621,0.26359680235582367,0.6129125072026353,0.003771883634624776,5.525892767049502e-18,1.0,1.0,0.1,0.5
