kind,ecg_id,rank,jitter,min_eigenvalue,eigenvalue_tolerance,factor_residual
bandpass,186,8,0.0,-1.2896414677998842e-18,1.2283122748133668e-15,7.454533899710992e-18
bandpass,189,8,0.0,-1.4108263674508217e-18,4.323654899585669e-15,1.5192604297857085e-17
bandpass,193,8,0.0,-5.095820795896024e-18,6.8071061522981e-15,2.5021988327824475e-17
bandpass,195,8,0.0,-9.789296273830614e-19,4.454192196110151e-15,1.8799689027273224e-17
bandpass,198,8,0.0,-1.1460426772857604e-18,3.469625087363016e-15,1.2354114713148184e-17
bandpass,204,8,0.0,-7.048813375031762e-18,5.965403737022157e-15,2.8900031710822033e-17
bandpass,205,8,0.0,-3.6181031879733365e-18,1.7199144095687893e-15,1.724882974317005e-17
bandpass,216,8,0.0,-1.4169020408809258e-18,4.2339880662751135e-15,1.9292455700655804e-17
bandpass,217,8,0.0,-3.831171250196121e-18,2.7766992139654906e-15,1.2514316049328617e-17
bandpass,219,8,0.0,-1.175845771768038e-18,4.865802718197856e-15,2.6011921027764382e-17
bandpass,223,8,0.0,-1.0935184764944339e-17,1.3673350531519658e-14,1.0180259377510057e-16
bandpass,228,8,0.0,-1.545654168977619e-18,2.194173029157597e-15,1.1746175278657984e-17
bandpass,233,8,0.0,-5.052757578656804e-20,4.852513440073781e-15,2.26123302597108e-17
bandpass,234,8,0.0,-5.559968245144899e-18,6.841592460160134e-15,2.8410826735578876e-17
bandpass,238,8,0.0,-3.4721196800885776e-18,3.4416996795220666e-15,1.2058151588467232e-17
bandpass,262,8,0.0,-1.866314238639787e-18,1.7445242898447043e-15,8.01318990551395e-18
bandpass,266,8,0.0,-2.632073231928452e-18,6.358243713681079e-15,2.1520993070338755e-17
bandpass,281,8,0.0,-4.839464069280286e-18,6.929503508443815e-15,6.614497118362234e-17
bandpass,287,8,0.0,-3.197511547855377e-18,6.4301300809473015e-15,2.2770008472783613e-17
bandpass,293,8,0.0,-2.8646786323384006e-18,5.37945754004668e-15,1.9733349859485775e-17
bandpass,295,8,0.0,-2.8934001884931375e-18,2.227079314957097e-15,5.56382234313285e-18
bandpass,303,8,0.0,-3.0975009780310144e-18,2.7483013510770277e-15,9.469727205846599e-18
bandpass,326,8,0.0,-1.262042466297056e-18,2.835484869524813e-15,5.7477600713792e-18
bandpass,343,8,0.0,-6.7310875875152045e-18,9.664757511400321e-15,3.985396527325917e-17
bandpass,352,8,0.0,-5.7492006479833116e-18,6.706586535935553e-15,2.733226651571251e-17
bandpass,354,8,0.0,2.2593317494127268e-19,3.857702449496043e-15,2.2270511744169218e-17
bandpass,360,8,0.0,-6.245777293906623e-18,6.420411839169872e-15,4.091312244475854e-17
bandpass,365,8,0.0,-4.252385735049565e-18,7.0900806643944815e-15,2.912161308909374e-17
bandpass,368,8,0.0,-4.148182092322243e-18,4.1843160028285216e-15,1.0954125999452215e-17
bandpass,383,8,0.0,-4.091143572534854e-18,5.1272763855911075e-15,3.112776141958209e-17
bandpass,386,8,0.0,-1.4178309977781973e-18,1.4974672767187e-14,5.83199074773464e-17
bandpass,387,8,0.0,-4.156670083083367e-18,4.8273643664424515e-15,2.085723492358965e-17
bandpass,398,8,0.0,-5.163524905262058e-18,4.1220871909055504e-15,1.8884379422265823e-17
bandpass,406,8,0.0,-5.8946709367013336e-18,4.349964930707999e-15,2.0466155975811373e-17
bandpass,414,8,0.0,-5.324784381352606e-18,8.785520483483838e-15,3.367554742012122e-17
bandpass,419,8,0.0,-2.4958678240181376e-18,4.846050016987269e-15,2.748176868365007e-17
bandpass,425,8,0.0,-2.468056693814238e-17,1.8687766470088185e-14,5.672964114586093e-17
bandpass,437,8,0.0,-1.962408051802067e-18,4.717982252179741e-15,1.6775998330557715e-17
bandpass,441,8,0.0,-3.3845116292175423e-18,3.2458431329821006e-15,1.303348531147937e-17
bandpass,445,8,0.0,-3.796975985294585e-18,5.753277333575336e-15,2.656419741819993e-17
bandpass,483,8,0.0,-1.2824107525086354e-18,4.2269382785329265e-15,9.733004417540523e-18
bandpass,491,8,0.0,-2.182005837918073e-18,4.483785526378468e-15,1.3798917216670109e-17
bandpass,515,8,0.0,-1.5369165080903619e-18,1.5276407554169475e-15,4.821813523982588e-18
bandpass,520,8,0.0,-3.476237207824837e-18,4.721001797956508e-15,1.7555964531978024e-17
bandpass,524,8,0.0,-9.1312303819957e-18,1.433094939800776e-14,6.059244030362877e-17
bandpass,529,8,0.0,-4.8967149012637485e-18,4.3177188362803186e-15,1.810561727609896e-17
bandpass,537,8,0.0,-5.348872094324447e-18,8.223885292927718e-15,4.544395832939627e-17
bandpass,544,8,0.0,-1.483033866180076e-17,5.132173035911109e-14,2.303557117133162e-16
bandpass,545,8,0.0,-1.7397329321750345e-17,2.059380941662951e-14,1.1686442788676354e-16
bandpass,553,8,0.0,-3.1228947995227883e-18,3.2227551074997137e-15,1.5408720139775613e-17
bandpass,554,8,0.0,-6.131195208076511e-18,7.408530629038698e-15,2.8376625109948446e-17
bandpass,558,8,0.0,-5.362644520892289e-18,1.202522475030633e-14,5.518903399732936e-17
bandpass,563,8,0.0,-8.32255723262349e-18,7.57430880169494e-15,3.514187809251661e-17
bandpass,574,8,0.0,-4.4152506441390385e-18,3.567014273667653e-15,1.2137358107374545e-17
bandpass,587,8,0.0,-1.0780789870916519e-18,3.676743389184554e-15,1.353122193058512e-17
bandpass,601,8,0.0,-3.218032530492421e-17,4.055231558971732e-14,1.9234811938411707e-16
bandpass,612,8,0.0,-3.744581193623363e-18,2.9005848497315903e-15,1.1210619470903679e-17
bandpass,615,8,0.0,-3.789838715061095e-18,4.426735977075151e-15,2.5035018762700953e-17
bandpass,627,8,0.0,-3.215944312883639e-18,4.035702657275216e-15,2.7065051654282505e-17
bandpass,633,8,0.0,-3.757538156268037e-18,6.272460054738954e-15,3.1376247786599295e-17
bandpass,662,8,0.0,-3.379173169429265e-18,5.156822270175845e-15,3.1363977833016576e-17
bandpass,673,8,0.0,-8.635368493021071e-19,2.134052030552934e-15,6.4910549504937486e-18
bandpass,705,8,0.0,-4.4658746603489486e-18,4.336403142630581e-15,2.867251565233581e-17
bandpass,716,8,0.0,-2.7898125890569235e-18,4.174705422936437e-15,3.1534458145019104e-17
bandpass,717,8,0.0,-1.1767726343677555e-17,6.3066851893792146e-15,3.106610250116519e-17
bandpass,722,8,0.0,-3.636050150094085e-18,3.854887813040082e-15,1.7863153314003448e-17
bandpass,728,8,0.0,-7.208696358455965e-18,3.53279966644945e-15,2.0372650537359987e-17
bandpass,748,8,0.0,-2.0650231160860854e-18,3.628581410268918e-15,1.67475648291455e-17
bandpass,771,8,0.0,-2.5587920804209865e-18,2.7681076940237246e-15,9.566878783970093e-18
bandpass,772,8,0.0,-1.9881404006178723e-18,3.0410402058352666e-15,1.19308700037307e-17
bandpass,776,8,0.0,-1.8696000535493004e-18,3.682911980190184e-15,3.3865448166480533e-17
bandpass,787,8,0.0,-2.643084693843125e-18,2.109864279604804e-15,6.701429837921249e-18
bandpass,792,8,0.0,-1.5064124926571953e-18,4.08219887200268e-15,2.36565804265129e-17
bandpass,796,8,0.0,-6.526482379437676e-18,1.0804041420733874e-14,3.953266189631676e-17
bandpass,798,8,0.0,-2.1246794612716163e-17,1.9024259060661284e-14,4.979802844809049e-17
bandpass,800,8,0.0,-8.84443816583202e-19,1.7771006331339932e-15,7.408024452918273e-18
bandpass,814,8,0.0,-9.387359355252672e-18,1.493387865008338e-14,9.858697866226082e-17
bandpass,818,8,0.0,-5.5270200733791375e-18,6.605997305313965e-15,3.4396642738187086e-17
bandpass,823,8,0.0,-3.309212590649223e-18,3.630070204515636e-15,1.5761680907112257e-17
bandpass,839,8,0.0,-4.529674767390214e-18,5.69459200779885e-15,2.5078185018465815e-17
bandpass,843,8,0.0,-3.1956178409902782e-18,1.8703428576548927e-15,7.035346950034142e-18
bandpass,849,8,0.0,-1.3683640301585728e-17,2.2005709734319525e-14,5.935376034014665e-17
bandpass,856,8,0.0,-4.502707408123806e-18,5.2222530535793635e-15,3.4764172186391864e-17
bandpass,866,8,0.0,-3.0455454359389184e-18,4.495556225093522e-15,2.1477442305853607e-17
bandpass,868,8,0.0,-5.331496327519773e-18,3.2277278134507234e-15,1.771248708678124e-17
bandpass,881,8,0.0,5.035866461147654e-19,3.9066718168706516e-15,2.15990847611038e-17
bandpass,885,8,0.0,1.9489424154038063e-19,3.585206454639391e-15,4.0701321873345984e-17
bandpass,889,8,0.0,-3.2841184605577443e-18,5.646475191216916e-15,4.380388153242278e-17
bandpass,901,8,0.0,-1.4041315949939557e-18,2.4610468032453653e-15,1.9819968720615474e-17
bandpass,902,8,0.0,-1.9498577560175517e-18,4.7609995785193435e-15,1.6848492483239306e-17
bandpass,904,8,0.0,-3.663884034381896e-18,5.181740053661642e-15,3.1500259924228446e-17
bandpass,913,8,0.0,-3.636911585009402e-18,3.253484788576215e-15,1.3650745254027623e-17
bandpass,925,8,0.0,-7.708986998928243e-18,7.422669148251462e-15,3.710152641203038e-17
bandpass,927,8,0.0,-3.3928352222872296e-18,3.4992046017053206e-15,2.0926671678885247e-17
bandpass,946,8,0.0,-1.2783115894052522e-17,1.6544853455867506e-14,7.283304962256139e-17
bandpass,954,8,0.0,-2.9486745294343946e-18,8.265431048628082e-15,4.7955225066015514e-17
bandpass,966,8,0.0,-5.2564523477232495e-18,6.229706325019136e-15,1.5934025796379123e-17
bandpass,985,8,0.0,-3.0685427157074297e-18,5.1891970269759725e-15,2.371731137612061e-17
bandpass,987,8,0.0,-7.034461160030105e-18,1.0197816703417054e-14,4.9132021799355446e-17
bandpass,999,8,0.0,-4.488144716077228e-18,4.515310669466592e-15,1.540778779546226e-17
bw,8,8,0.0,-2.569434278895197e-18,1.709314313523673e-14,4.4875169994529535e-17
bw,10,8,0.0,-8.102748655229236e-19,5.513933223178923e-15,1.4941560207915772e-17
bw,26,8,0.0,-6.2406781611433305e-18,1.2447588550200562e-14,1.8606361223264346e-17
bw,28,8,0.0,-3.8973672281057156e-18,1.1933211873961573e-14,3.559905701327215e-17
bw,30,8,0.0,-1.0809771326466087e-17,3.115610943615814e-14,9.407005228858944e-17
bw,39,8,0.0,-4.9303152182394505e-18,1.0950209714529584e-14,5.4432192986231186e-17
bw,41,8,0.0,-5.0578751789141746e-18,2.1127202454503283e-14,2.4731290571411365e-17
bw,47,8,0.0,-8.474036558832941e-18,9.830595930672967e-15,4.133104174140058e-17
bw,48,8,0.0,-3.715365970818675e-18,8.661823227843348e-15,1.6119940344051933e-17
bw,49,8,0.0,-4.534195288772921e-18,1.7762171446607173e-14,4.046945729075617e-17
bw,51,8,0.0,-9.131009202085353e-18,8.455537591671363e-15,1.9395340228821773e-17
bw,62,8,0.0,-3.799926605585945e-18,9.26749277648697e-15,1.7548358309795982e-17
bw,69,8,0.0,-1.961459107163274e-18,7.8876604072687e-15,1.0293745477638674e-17
bw,72,8,0.0,-4.9757871387077606e-18,9.314313361802684e-15,2.930191689562236e-17
bw,91,8,0.0,-1.1731910143645986e-18,5.77917942676147e-15,8.796164365168576e-18
bw,94,8,0.0,-4.656384432787698e-18,1.558804225010653e-14,2.508942130809832e-17
bw,127,8,0.0,-8.149312500747282e-18,1.17800849359902e-14,2.5968191047167217e-17
bw,134,8,0.0,-2.87332549856139e-18,5.282273718496177e-15,1.5809672076211055e-17
bw,151,8,0.0,-5.336574289827839e-18,1.3966309750721716e-14,1.7404225869617093e-17
bw,152,8,0.0,-5.822924150531573e-18,2.1808085426583667e-14,7.890938191742221e-17
bw,153,8,0.0,-4.63187874861615e-18,5.360513179314798e-15,1.9522170165292326e-17
bw,155,8,0.0,-1.026711249264353e-18,2.7191768618444695e-15,1.2066505177791024e-17
bw,165,8,0.0,-1.2064254988155738e-18,6.538422723405891e-15,2.6748713713809937e-17
bw,170,8,0.0,-1.5431404419454646e-17,1.3693322180512748e-14,6.167221292944855e-17
bw,171,8,0.0,-4.086572905532086e-18,1.5723490741828745e-14,1.0961527548548732e-16
bw,173,8,0.0,-1.651080876108414e-17,2.0813940297183378e-14,7.126228845900774e-17
bw,178,8,0.0,-3.834840669505043e-18,5.154296609126147e-15,1.9287525794849407e-17
bw,184,8,0.0,-3.502295590130513e-19,9.915901447227042e-15,1.1249894844947697e-17
bw,186,8,0.0,-5.143975730323982e-19,2.470956819582246e-15,9.479171711777326e-18
bw,189,8,0.0,-5.329388422379184e-18,1.0717457091629926e-14,4.2891095668483306e-17
bw,193,8,0.0,-9.496234168127716e-19,1.0322572070346246e-14,4.8438719011182916e-17
bw,195,8,0.0,-2.150525978669223e-18,8.131129913167913e-15,2.097759943450949e-17
bw,198,8,0.0,-2.148219828213263e-18,8.082010309449738e-15,1.84766255532055e-17
bw,204,8,0.0,-1.5126269968575533e-17,1.9054595369932523e-14,2.840233513250084e-17
bw,205,8,0.0,-7.223746790549291e-19,4.084206548512119e-15,7.246650869183856e-18
bw,216,8,0.0,-8.47033842090819e-18,1.0290895890031042e-14,2.4990425789635592e-17
bw,217,8,0.0,-5.308194420443258e-18,5.6414852013293326e-15,4.137507080359489e-17
bw,219,8,0.0,-5.176341651322553e-18,1.0257624957609357e-14,2.9001365532265084e-17
bw,223,8,0.0,-2.009363142357312e-17,2.6906511730087037e-14,1.0433961010772583e-16
bw,228,8,0.0,-7.75326213320621e-19,3.4643220781837873e-15,1.257511400897576e-17
bw,233,8,0.0,-1.3651035451904634e-18,1.318256937175164e-14,7.913390378231913e-17
bw,234,8,0.0,-7.821849784867385e-18,1.3891002427982468e-14,4.173429937864026e-17
bw,238,8,0.0,-8.538144334908227e-19,5.37197649852853e-15,3.52929239492574e-17
bw,262,8,0.0,-5.14395617854602e-19,4.848751437152042e-15,6.513311276086206e-18
bw,266,8,0.0,-5.364570380194962e-18,1.2067065568587626e-14,3.663193814594206e-17
bw,281,8,0.0,-5.968312376811545e-18,1.511870819444978e-14,4.001343191601795e-17
bw,287,8,0.0,-5.667925384576282e-18,1.2121131631172316e-14,5.725595659965857e-17
bw,293,8,0.0,-6.9330584143240165e-18,1.3993166886641666e-14,2.6004305030756977e-17
bw,295,8,0.0,-1.3559558020811012e-18,5.977072366944213e-15,1.6345793120643044e-17
bw,303,8,0.0,-1.8037300496754836e-18,8.12296972683696e-15,1.5442520420105117e-17
bw,326,8,0.0,-3.8288229633592465e-19,6.0327738642395465e-15,9.080842984651855e-18
bw,343,8,0.0,-1.2871772572309396e-17,2.0191682481223363e-14,4.274565571081525e-17
bw,352,8,0.0,-3.9666886064322375e-18,1.1624391231895645e-14,2.9337662364953646e-17
bw,354,8,0.0,-1.0922541538954276e-18,8.115582995086398e-15,1.6951120976041336e-17
bw,360,8,0.0,-1.45200210763705e-18,1.6663711648640125e-14,2.2051118578798865e-17
bw,365,8,0.0,-1.2984066883353256e-18,1.671920341555055e-14,2.707510870806074e-17
bw,368,8,0.0,-6.513062211018169e-18,8.067260448408752e-15,1.56588777796367e-17
bw,383,8,0.0,-1.8056482026114577e-18,9.50209811985863e-15,3.0277231360490997e-17
bw,386,8,0.0,-1.3783033545476564e-17,3.479539045743984e-14,9.222501799719952e-17
bw,387,8,0.0,-2.4720923983377983e-18,1.3276915886946728e-14,1.40564572728262e-17
bw,398,8,0.0,-5.054633341289531e-18,7.664299584423632e-15,2.7238538199946656e-17
bw,406,8,0.0,-6.413686354805181e-18,1.012215908407569e-14,5.071134731238588e-17
bw,414,8,0.0,-3.390183435067012e-17,2.656597355822688e-14,6.027761743986033e-17
bw,419,8,0.0,-5.536769813430767e-18,1.1109251562007375e-14,5.043363534428743e-17
bw,425,8,0.0,-7.560653666515748e-18,4.3485454605241385e-14,6.948096373303591e-17
bw,437,8,0.0,-9.177098252986051e-19,1.0458439132379017e-14,1.1489651965004072e-17
bw,441,8,0.0,-5.608676811199543e-18,5.869198964680114e-15,2.0788119086034547e-17
bw,445,8,0.0,-2.9267621768200012e-18,1.0364467278096373e-14,2.0070288950417138e-17
bw,483,8,0.0,-7.293125738756607e-18,9.815328947395955e-15,2.907300313734597e-17
bw,491,8,0.0,-1.8999458082329942e-18,1.3638515385530486e-14,2.0303606397291738e-17
bw,515,8,0.0,-1.9279748844295974e-18,3.3889049012151623e-15,1.0072882474399397e-17
bw,520,8,0.0,-6.0748172728786594e-18,9.626444182091389e-15,2.8343841285290833e-17
bw,524,8,0.0,-3.199473122088551e-17,4.571092241513165e-14,1.4699499040157947e-16
bw,529,8,0.0,-8.449248005395661e-19,8.853927999914851e-15,1.311228463898678e-17
bw,537,8,0.0,-5.9992070119760665e-18,1.6457294201359262e-14,3.788250259602254e-17
bw,544,8,0.0,-5.845928313050522e-17,1.218274038720379e-13,3.4553131226340373e-16
bw,545,8,0.0,-1.3206602957344276e-17,4.7142550336519394e-14,1.4226059313481305e-16
bw,553,8,0.0,-4.741632416339568e-18,6.700008524022737e-15,1.7997009950813548e-17
bw,554,8,0.0,-9.088917924111894e-18,1.25960309837645e-14,2.4582954374072658e-17
bw,558,8,0.0,-1.1270258628812475e-17,2.218174995479395e-14,5.0830637659451026e-17
bw,563,8,0.0,-4.227482543612509e-18,1.618266432641258e-14,3.2486558152311427e-17
bw,574,8,0.0,-2.0394442062114367e-18,7.233607701415622e-15,3.632684412220808e-17
bw,587,8,0.0,-2.746823223891279e-18,6.931043688155069e-15,2.988110349298804e-17
bw,601,8,0.0,-8.931083412558631e-18,8.472310992619127e-14,2.19375966476133e-16
bw,612,8,0.0,-2.0638013616436697e-18,4.800794414833276e-15,1.208109169369445e-17
bw,615,8,0.0,-3.1660704168088546e-18,9.801609490599486e-15,3.749603248267269e-17
bw,627,8,0.0,-5.940712361828772e-18,6.649737519990594e-15,2.6557056184819943e-17
bw,633,8,0.0,-4.440440882413154e-18,1.090929388675778e-14,1.6554572147583584e-17
bw,662,8,0.0,-2.87375240780831e-18,8.089244233707562e-15,1.749235185389579e-17
bw,673,8,0.0,8.091351416906892e-20,6.3288631797538985e-15,1.2179897372075135e-17
bw,705,8,0.0,-3.4725305466712825e-18,6.821773724470434e-15,4.044386448901083e-17
bw,716,8,0.0,-3.3511014411552446e-18,8.192628341850388e-15,3.9455448591486053e-17
bw,717,8,0.0,-4.079769298948485e-18,1.831434325807326e-14,4.746526599599358e-17
bw,722,8,0.0,-2.3523882555446166e-18,5.97972676843072e-15,1.5163249111814626e-17
bw,728,8,0.0,-4.1133469456768463e-19,7.08204520668687e-15,1.7591008622420265e-17
bw,748,8,0.0,-1.2331484839931254e-18,9.125053360474633e-15,2.1723169998532476e-17
bw,771,8,0.0,-1.5282294628527446e-18,5.330680131065273e-15,1.212808075510557e-17
bw,772,8,0.0,-5.086909413761433e-18,6.309641922396193e-15,9.49230456962039e-18
bw,776,8,0.0,-5.707244047127216e-18,1.1091399585830497e-14,2.614044702401877e-17
bw,787,8,0.0,-2.299676152398393e-18,5.220504344741811e-15,2.1494967233702315e-17
bw,792,8,0.0,-1.4844638471089522e-18,8.485024106809476e-15,2.4805027220160322e-17
bw,796,8,0.0,-7.569964522878424e-18,2.361294676011978e-14,4.8191841387089205e-17
bw,798,8,0.0,-8.551973480241415e-18,4.467003703729806e-14,2.169008838948947e-16
bw,800,8,0.0,-1.5465093768153173e-18,4.342802354987413e-15,1.3247600494235454e-17
bw,814,8,0.0,-6.4448662811727926e-18,3.684484913476439e-14,6.285667354695509e-17
bw,818,8,0.0,-6.685360475126043e-18,1.144736659988716e-14,4.9170269095892834e-17
bw,823,8,0.0,-2.3723213283424233e-18,6.112113086458141e-15,2.2602471204188347e-17
bw,839,8,0.0,-2.6445215405023745e-18,7.550009453739117e-15,2.5484755268881958e-17
bw,843,8,0.0,-2.1951521766508664e-19,5.9112770615984095e-15,1.6870520792961046e-17
bw,849,8,0.0,-4.3614706907933024e-17,4.4373585505196605e-14,9.753298737312185e-17
bw,856,8,0.0,-6.283545171169222e-18,1.1576095034592036e-14,7.573574163720914e-17
bw,866,8,0.0,-2.574397490442367e-18,1.2605305664157015e-14,1.5692778958246513e-17
bw,868,8,0.0,-1.3424637170633909e-18,8.315899285746703e-15,2.061531460991292e-17
bw,881,8,0.0,-4.513951635456796e-18,6.4721302889475724e-15,2.2214330580534035e-17
bw,885,8,0.0,-4.27477932338516e-18,8.169280834318439e-15,1.3145577593701197e-17
bw,889,8,0.0,-4.3462013695721685e-18,1.1177498591742938e-14,2.1626149813994015e-17
bw,901,8,0.0,3.33953902941409e-19,6.4682833171222824e-15,5.936787761929039e-18
bw,902,8,0.0,-9.309139364611987e-18,1.4029825988270892e-14,1.9430111356967274e-17
bw,904,8,0.0,-4.22711731852222e-18,1.2797175523324012e-14,3.138262625011029e-17
bw,913,8,0.0,-4.670743133036062e-18,7.984676398521784e-15,4.188876010924174e-17
bw,925,8,0.0,-9.516050167687512e-18,1.3648161665400461e-14,3.4451899515465424e-17
bw,927,8,0.0,-2.33249746832128e-18,6.112563724791012e-15,1.4890232111894334e-17
bw,946,8,0.0,-4.519525318557849e-18,2.8125922210304194e-14,1.387329029361673e-16
bw,954,8,0.0,-1.0828239516843481e-17,1.338061966785389e-14,3.507000207564827e-17
bw,966,8,0.0,-1.9973803508993175e-18,1.2858695518498756e-14,2.565548158592115e-17
bw,985,8,0.0,-7.560527126334317e-18,9.479955453369575e-15,2.2369337482395967e-17
bw,987,8,0.0,-2.0140404824627497e-18,3.144558212426402e-14,5.538020961544878e-17
bw,999,8,0.0,-7.4424713621661e-18,1.052316117639099e-14,2.052721167861848e-17
ma,8,8,0.0,-4.789556481780481e-18,2.023016808535176e-14,4.719316594594056e-17
ma,10,8,0.0,-4.954766916163544e-18,4.5944218849837304e-15,1.0929868438553555e-17
ma,26,8,0.0,-2.6406059954280193e-18,1.463812507095394e-14,1.54567270337869e-17
ma,28,8,0.0,-3.088886103388413e-18,8.15441683594273e-15,3.33121834268602e-17
ma,30,8,0.0,-1.5494551633257113e-18,2.5574038866316776e-14,7.409509336838641e-17
ma,39,8,0.0,-4.623806893024785e-18,8.282281426438277e-15,2.015778867004812e-17
ma,41,8,0.0,-3.4117034321242953e-18,1.4104447690471553e-14,3.00385764617252e-17
ma,47,8,0.0,-1.1516461507529389e-18,7.833285209680161e-15,3.098056722447498e-17
ma,48,8,0.0,-2.470673062650827e-18,5.4380084877264355e-15,1.5923536721235577e-17
ma,49,8,0.0,-8.639019519915711e-19,8.278436318013365e-15,3.74966487637738e-17
ma,51,8,0.0,-2.1575160853679135e-18,3.5138960719005494e-15,1.409484081340016e-17
ma,62,8,0.0,-2.6086440419854918e-18,7.439668342322481e-15,1.9325725658315125e-17
ma,69,8,0.0,-1.8170669618811245e-18,5.5964629768732745e-15,1.5944373967841515e-17
ma,72,8,0.0,-2.906985797329812e-18,5.873861403093515e-15,3.613748905920278e-17
ma,91,8,0.0,-4.033747717661911e-18,6.668825601538474e-15,6.1708363403939356e-18
ma,94,8,0.0,-2.6773450440818247e-18,1.320542079711231e-14,5.996498157757556e-17
ma,127,8,0.0,-2.859059717547097e-18,8.62161637804592e-15,3.089048922880428e-17
ma,134,8,0.0,-3.2547111771115492e-18,6.370891451819945e-15,1.1132313473025428e-17
ma,151,8,0.0,-6.5640057709024834e-18,7.13182774169298e-15,2.268355523222536e-17
ma,152,8,0.0,-2.765980646053286e-18,1.0971697607962282e-14,4.910304089904628e-17
ma,153,8,0.0,-3.1852578503345088e-18,4.457855566628582e-15,1.5309057678047074e-17
ma,155,8,0.0,-1.9322382830633454e-19,4.108117860233355e-15,8.661223314830578e-18
ma,165,8,0.0,-2.7418632467222924e-18,5.286977776080028e-15,1.1907775110989135e-17
ma,170,8,0.0,-4.881255766758898e-18,9.37941996417315e-15,2.5268816810513942e-17
ma,171,8,0.0,-7.670954347520993e-18,1.1649023077999588e-14,2.952500740690073e-17
ma,173,8,0.0,-1.2820406366516716e-18,1.5883650137263625e-14,6.58084080054845e-17
ma,178,8,0.0,-8.0940443196185975e-19,3.881914531657099e-15,1.2901967593679672e-17
ma,184,8,0.0,-6.16194244719768e-18,7.657552374581767e-15,1.1045774451232363e-17
ma,186,8,0.0,-1.5470449011657183e-18,1.7572066813506305e-15,5.274066307288773e-18
ma,189,8,0.0,7.066544961313609e-20,6.422531315588052e-15,2.2313419298956856e-17
ma,193,8,0.0,-8.307174202455044e-18,1.6406340085793447e-14,4.1106324024270864e-17
ma,195,8,0.0,-2.186127600785737e-18,6.80189292875667e-15,1.8375117865427772e-17
ma,198,8,0.0,-1.2412158240349584e-18,5.397918025715159e-15,2.7744259364975605e-17
ma,204,8,0.0,-6.435348348771044e-18,9.702590829553253e-15,2.4621447292355072e-17
ma,205,8,0.0,-3.738573634372221e-18,3.387542720486158e-15,1.3931120575263125e-17
ma,216,8,0.0,-2.0614803125794664e-18,1.1849646677600102e-14,3.6394937599708755e-17
ma,217,8,0.0,-4.5107192200108006e-18,3.888263145564916e-15,1.739488968329825e-17
ma,219,8,0.0,-6.551029000842769e-18,8.504158186225344e-15,4.6796481820232995e-17
