kind,ecg_id,rank,jitter,min_eigenvalue,eigenvalue_tolerance,factor_residual
bandpass,574,8,0.0,-4.4152506441390385e-18,3.567014273667653e-15,1.2137358107374545e-17
bw,10,8,0.0,-8.102748655229236e-19,5.513933223178923e-15,1.4941560207915772e-17
bw,26,8,0.0,-6.2406781611433305e-18,1.2447588550200562e-14,1.8606361223264346e-17
bw,30,8,0.0,-1.0809771326466087e-17,3.115610943615814e-14,9.407005228858944e-17
bw,39,8,0.0,-4.9303152182394505e-18,1.0950209714529584e-14,5.4432192986231186e-17
bw,41,8,0.0,-5.0578751789141746e-18,2.1127202454503283e-14,2.4731290571411365e-17
bw,48,8,0.0,-3.715365970818675e-18,8.661823227843348e-15,1.6119940344051933e-17
bw,49,8,0.0,-4.534195288772921e-18,1.7762171446607173e-14,4.046945729075617e-17
bw,51,8,0.0,-9.131009202085353e-18,8.455537591671363e-15,1.9395340228821773e-17
bw,62,8,0.0,-3.799926605585945e-18,9.26749277648697e-15,1.7548358309795982e-17
bw,72,8,0.0,-4.9757871387077606e-18,9.314313361802684e-15,2.930191689562236e-17
bw,91,8,0.0,-1.1731910143645986e-18,5.77917942676147e-15,8.796164365168576e-18
bw,94,8,0.0,-4.656384432787698e-18,1.558804225010653e-14,2.508942130809832e-17
bw,127,8,0.0,-8.149312500747282e-18,1.17800849359902e-14,2.5968191047167217e-17
bw,134,8,0.0,-2.87332549856139e-18,5.282273718496177e-15,1.5809672076211055e-17
bw,151,8,0.0,-5.336574289827839e-18,1.3966309750721716e-14,1.7404225869617093e-17
bw,152,8,0.0,-5.822924150531573e-18,2.1808085426583667e-14,7.890938191742221e-17
bw,153,8,0.0,-4.63187874861615e-18,5.360513179314798e-15,1.9522170165292326e-17
bw,155,8,0.0,-1.026711249264353e-18,2.7191768618444695e-15,1.2066505177791024e-17
bw,165,8,0.0,-1.2064254988155738e-18,6.538422723405891e-15,2.6748713713809937e-17
bw,170,8,0.0,-1.5431404419454646e-17,1.3693322180512748e-14,6.167221292944855e-17
bw,178,8,0.0,-3.834840669505043e-18,5.154296609126147e-15,1.9287525794849407e-17
bw,184,8,0.0,-3.502295590130513e-19,9.915901447227042e-15,1.1249894844947697e-17
bw,189,8,0.0,-5.329388422379184e-18,1.0717457091629926e-14,4.2891095668483306e-17
bw,193,8,0.0,-9.496234168127716e-19,1.0322572070346246e-14,4.8438719011182916e-17
bw,195,8,0.0,-2.150525978669223e-18,8.131129913167913e-15,2.097759943450949e-17
bw,198,8,0.0,-2.148219828213263e-18,8.082010309449738e-15,1.84766255532055e-17
bw,204,8,0.0,-1.5126269968575533e-17,1.9054595369932523e-14,2.840233513250084e-17
bw,205,8,0.0,-7.223746790549291e-19,4.084206548512119e-15,7.246650869183856e-18
bw,216,8,0.0,-8.47033842090819e-18,1.0290895890031042e-14,2.4990425789635592e-17
bw,219,8,0.0,-5.176341651322553e-18,1.0257624957609357e-14,2.9001365532265084e-17
bw,228,8,0.0,-7.75326213320621e-19,3.4643220781837873e-15,1.257511400897576e-17
bw,233,8,0.0,-1.3651035451904634e-18,1.318256937175164e-14,7.913390378231913e-17
bw,234,8,0.0,-7.821849784867385e-18,1.3891002427982468e-14,4.173429937864026e-17
bw,238,8,0.0,-8.538144334908227e-19,5.37197649852853e-15,3.52929239492574e-17
bw,262,8,0.0,-5.14395617854602e-19,4.848751437152042e-15,6.513311276086206e-18
bw,266,8,0.0,-5.364570380194962e-18,1.2067065568587626e-14,3.663193814594206e-17
bw,293,8,0.0,-6.9330584143240165e-18,1.3993166886641666e-14,2.6004305030756977e-17
bw,303,8,0.0,-1.8037300496754836e-18,8.12296972683696e-15,1.5442520420105117e-17
bw,326,8,0.0,-3.8288229633592465e-19,6.0327738642395465e-15,9.080842984651855e-18
bw,343,8,0.0,-1.2871772572309396e-17,2.0191682481223363e-14,4.274565571081525e-17
bw,352,8,0.0,-3.9666886064322375e-18,1.1624391231895645e-14,2.9337662364953646e-17
bw,354,8,0.0,-1.0922541538954276e-18,8.115582995086398e-15,1.6951120976041336e-17
bw,360,8,0.0,-1.45200210763705e-18,1.6663711648640125e-14,2.2051118578798865e-17
bw,365,8,0.0,-1.2984066883353256e-18,1.671920341555055e-14,2.707510870806074e-17
bw,368,8,0.0,-6.513062211018169e-18,8.067260448408752e-15,1.56588777796367e-17
bw,383,8,0.0,-1.8056482026114577e-18,9.50209811985863e-15,3.0277231360490997e-17
bw,386,8,0.0,-1.3783033545476564e-17,3.479539045743984e-14,9.222501799719952e-17
bw,387,8,0.0,-2.4720923983377983e-18,1.3276915886946728e-14,1.40564572728262e-17
bw,398,8,0.0,-5.054633341289531e-18,7.664299584423632e-15,2.7238538199946656e-17
bw,406,8,0.0,-6.413686354805181e-18,1.012215908407569e-14,5.071134731238588e-17
bw,414,8,0.0,-3.390183435067012e-17,2.656597355822688e-14,6.027761743986033e-17
bw,437,8,0.0,-9.177098252986051e-19,1.0458439132379017e-14,1.1489651965004072e-17
bw,441,8,0.0,-5.608676811199543e-18,5.869198964680114e-15,2.0788119086034547e-17
bw,445,8,0.0,-2.9267621768200012e-18,1.0364467278096373e-14,2.0070288950417138e-17
bw,491,8,0.0,-1.8999458082329942e-18,1.3638515385530486e-14,2.0303606397291738e-17
bw,515,8,0.0,-1.9279748844295974e-18,3.3889049012151623e-15,1.0072882474399397e-17
bw,520,8,0.0,-6.0748172728786594e-18,9.626444182091389e-15,2.8343841285290833e-17
bw,524,8,0.0,-3.199473122088551e-17,4.571092241513165e-14,1.4699499040157947e-16
bw,529,8,0.0,-8.449248005395661e-19,8.853927999914851e-15,1.311228463898678e-17
bw,544,8,0.0,-5.845928313050522e-17,1.218274038720379e-13,3.4553131226340373e-16
bw,545,8,0.0,-1.3206602957344276e-17,4.7142550336519394e-14,1.4226059313481305e-16
bw,553,8,0.0,-4.741632416339568e-18,6.700008524022737e-15,1.7997009950813548e-17
bw,563,8,0.0,-4.227482543612509e-18,1.618266432641258e-14,3.2486558152311427e-17
bw,574,8,0.0,-2.0394442062114367e-18,7.233607701415622e-15,3.632684412220808e-17
ma,10,8,0.0,-4.954766916163544e-18,4.5944218849837304e-15,1.0929868438553555e-17
ma,26,8,0.0,-2.6406059954280193e-18,1.463812507095394e-14,1.54567270337869e-17
ma,30,8,0.0,-1.5494551633257113e-18,2.5574038866316776e-14,7.409509336838641e-17
ma,39,8,0.0,-4.623806893024785e-18,8.282281426438277e-15,2.015778867004812e-17
ma,41,8,0.0,-3.4117034321242953e-18,1.4104447690471553e-14,3.00385764617252e-17
ma,48,8,0.0,-2.470673062650827e-18,5.4380084877264355e-15,1.5923536721235577e-17
ma,49,8,0.0,-8.639019519915711e-19,8.278436318013365e-15,3.74966487637738e-17
ma,51,8,0.0,-2.1575160853679135e-18,3.5138960719005494e-15,1.409484081340016e-17
ma,62,8,0.0,-2.6086440419854918e-18,7.439668342322481e-15,1.9325725658315125e-17
ma,72,8,0.0,-2.906985797329812e-18,5.873861403093515e-15,3.613748905920278e-17
ma,91,8,0.0,-4.033747717661911e-18,6.668825601538474e-15,6.1708363403939356e-18
ma,94,8,0.0,-2.6773450440818247e-18,1.320542079711231e-14,5.996498157757556e-17
ma,127,8,0.0,-2.859059717547097e-18,8.62161637804592e-15,3.089048922880428e-17
ma,134,8,0.0,-3.2547111771115492e-18,6.370891451819945e-15,1.1132313473025428e-17
ma,151,8,0.0,-6.5640057709024834e-18,7.13182774169298e-15,2.268355523222536e-17
ma,152,8,0.0,-2.765980646053286e-18,1.0971697607962282e-14,4.910304089904628e-17
ma,153,8,0.0,-3.1852578503345088e-18,4.457855566628582e-15,1.5309057678047074e-17
ma,155,8,0.0,-1.9322382830633454e-19,4.108117860233355e-15,8.661223314830578e-18
ma,165,8,0.0,-2.7418632467222924e-18,5.286977776080028e-15,1.1907775110989135e-17
ma,170,8,0.0,-4.881255766758898e-18,9.37941996417315e-15,2.5268816810513942e-17
ma,178,8,0.0,-8.0940443196185975e-19,3.881914531657099e-15,1.2901967593679672e-17
ma,184,8,0.0,-6.16194244719768e-18,7.657552374581767e-15,1.1045774451232363e-17
ma,189,8,0.0,7.066544961313609e-20,6.422531315588052e-15,2.2313419298956856e-17
ma,193,8,0.0,-8.307174202455044e-18,1.6406340085793447e-14,4.1106324024270864e-17
ma,195,8,0.0,-2.186127600785737e-18,6.80189292875667e-15,1.8375117865427772e-17
ma,198,8,0.0,-1.2412158240349584e-18,5.397918025715159e-15,2.7744259364975605e-17
ma,204,8,0.0,-6.435348348771044e-18,9.702590829553253e-15,2.4621447292355072e-17
ma,205,8,0.0,-3.738573634372221e-18,3.387542720486158e-15,1.3931120575263125e-17
ma,216,8,0.0,-2.0614803125794664e-18,1.1849646677600102e-14,3.6394937599708755e-17
ma,219,8,0.0,-6.551029000842769e-18,8.504158186225344e-15,4.6796481820232995e-17
ma,228,8,0.0,-1.2060658762759105e-18,3.783263765614599e-15,6.9158530770928904e-18
ma,233,8,0.0,-4.7658050242793625e-18,7.606588297171595e-15,1.800169484572654e-17
ma,234,8,0.0,-3.3280342629517153e-18,1.197450524815949e-14,3.073561525901451e-17
ma,238,8,0.0,-1.5309453088038361e-18,5.598032888591028e-15,2.976448478846947e-17
ma,262,8,0.0,-1.8915094738682663e-18,2.401642957786634e-15,9.311136052541383e-18
ma,266,8,0.0,-4.986736410970517e-18,1.471931650857474e-14,3.62399707730166e-17
ma,293,8,0.0,-1.3939025344507142e-17,1.3855925602694213e-14,3.542737537322215e-17
ma,303,8,0.0,-1.4517298416277542e-18,4.1766394918911915e-15,1.7718841353814034e-17
ma,326,8,0.0,-2.349775072008835e-18,5.335122405439979e-15,9.040100251024173e-18
ma,343,8,0.0,-1.4698180719679503e-17,1.9235142207034524e-14,3.417866011470789e-17
ma,352,8,0.0,-4.487510144945493e-18,1.1799814017252899e-14,2.608008851806682e-17
ma,354,8,0.0,-3.2709842955762933e-18,7.171486773775474e-15,1.3760187228330143e-17
ma,360,8,0.0,-4.598879566355445e-18,1.3199253915289237e-14,4.121911514868288e-17
ma,365,8,0.0,-6.862558720402585e-18,9.098960646849141e-15,6.075664460094886e-17
ma,368,8,0.0,-5.750835485670074e-18,7.027086254200595e-15,2.781936066674777e-17
ma,383,8,0.0,-7.809883076168561e-18,8.737123041774344e-15,4.00601659775982e-17
ma,386,8,0.0,-1.235238392150387e-17,2.966268834986241e-14,4.266965772187099e-17
ma,387,8,0.0,-6.9318833163305405e-18,9.309704946946774e-15,3.279659018990966e-17
ma,398,8,0.0,-2.89140723529855e-18,5.2590064528209485e-15,1.784388423908509e-17
ma,406,8,0.0,-1.0715791672584245e-18,5.953489645684895e-15,3.285627250589835e-17
ma,414,8,0.0,-8.585664056856827e-18,1.0766575484095793e-14,2.577754436702402e-17
ma,437,8,0.0,-5.726700700022993e-18,1.0214509620098417e-14,3.8650107424467353e-17
ma,441,8,0.0,-1.9563296055266682e-18,6.05899986616285e-15,1.7910827987337242e-17
ma,445,8,0.0,-3.869258928281005e-18,6.7577569168557126e-15,2.7828768964332387e-17
ma,491,8,0.0,-9.204377730374942e-18,6.6740873873492286e-15,1.757110813269647e-17
ma,515,8,0.0,-1.5552290742947276e-18,3.1650484512644315e-15,1.0535116302694747e-17
ma,520,8,0.0,-1.3203507357002133e-18,9.95245851163339e-15,2.822622681245201e-17
ma,524,8,0.0,-6.262768033176517e-18,1.9216866189381997e-14,5.236908252540564e-17
ma,529,8,0.0,-4.078222692841036e-18,5.8835012213196326e-15,2.1171141036535144e-17
ma,544,8,0.0,-1.4303180983519178e-17,6.013176558131601e-14,3.357390417021685e-16
ma,545,8,0.0,-5.73144818258362e-17,4.887840851689221e-14,1.8666379234998298e-16
ma,553,8,0.0,-2.7208033935884093e-18,4.531848238187572e-15,1.393322474185707e-17
ma,563,8,0.0,-3.888368208152434e-18,1.6201587401623603e-14,3.954169454107732e-17
ma,574,8,0.0,-2.5005369389775953e-18,8.221038489674809e-15,1.498366817817926e-17
em,10,8,0.0,5.491675382397003e-19,4.733395276024466e-15,1.6060034214279435e-17
em,26,8,0.0,-4.835243972071881e-18,9.684728596574832e-15,4.038126769711153e-17
em,30,8,0.0,-2.5914229298589714e-18,2.3622891207147283e-14,1.4230972321098642e-16
em,39,8,0.0,-6.1516926373402175e-18,7.797960954426704e-15,2.119182642183542e-17
em,41,8,0.0,-1.1484718448411852e-17,2.019104363869315e-14,4.4315198186410874e-17
em,48,8,0.0,-8.045589128476315e-19,5.552332898905875e-15,1.0557806825570128e-17
em,49,8,0.0,-2.5268168384559138e-18,1.3580113965862188e-14,1.257509849018606e-17
em,51,8,0.0,-3.840114587815852e-18,6.295184754167677e-15,2.977511035314052e-17
em,62,8,0.0,-6.134176075961221e-18,6.513177525371853e-15,1.2716120826202309e-17
em,72,8,0.0,-2.8102937697730612e-18,5.3455960748663345e-15,2.483015676756215e-17
em,91,8,0.0,-7.440876909363205e-19,4.579656702078175e-15,1.224317631160361e-17
em,94,8,0.0,-3.1920509336749858e-18,1.1962420092979015e-14,7.213245273023917e-17
em,127,8,0.0,-7.032638369607544e-18,8.628227958118996e-15,2.2468449030084328e-17
em,134,8,0.0,-3.058347238320876e-18,5.6642976580553535e-15,1.713934547336384e-17
em,151,8,0.0,-6.450398877898595e-18,1.1511523443452096e-14,3.237872039646024e-17
em,152,8,0.0,-2.9772808392744342e-18,1.549190010800876e-14,1.0209679613049822e-16
em,153,8,0.0,-1.7039776401813807e-18,5.416482820892065e-15,1.1071576952709984e-17
em,155,8,0.0,-5.588113265031444e-19,2.001738220205498e-15,6.521593087959831e-18
em,165,8,0.0,3.1246575942700856e-19,7.89027386783471e-15,4.0302372376744996e-17
em,170,8,0.0,-1.7263494795596078e-18,1.0427752050422882e-14,3.257068767223698e-17
em,178,8,0.0,-1.3274030775002923e-18,3.6652709731637475e-15,1.7744357497821558e-17
em,184,8,0.0,-3.764402730800183e-18,4.146367518541391e-15,2.016432280948406e-17
em,189,8,0.0,-1.0321469715675423e-18,5.500063233199678e-15,2.1034138310001355e-17
em,193,8,0.0,-1.3487825016117272e-18,9.464517720857759e-15,4.484764279138837e-17
em,195,8,0.0,-6.7869972562316926e-18,6.719256507446797e-15,1.779473135994472e-17
em,198,8,0.0,-1.3598738310038665e-18,5.299725307766366e-15,1.1803050378897761e-17
em,204,8,0.0,-7.872012766212816e-18,1.2193884078148077e-14,2.987314549490154e-17
em,205,8,0.0,-7.742412819076983e-19,2.4695877839465445e-15,1.4942581181156115e-17
em,216,8,0.0,-2.3306036248033865e-18,7.65391104147536e-15,1.9322701246999287e-17
em,219,8,0.0,-2.481170330253332e-18,7.443699400440542e-15,2.6087915138837552e-17
em,228,8,0.0,-9.249075478692792e-19,4.655137023346746e-15,1.2881956488343043e-17
em,233,8,0.0,-4.9598096766738025e-18,1.0707992835085934e-14,1.8675593035186116e-17
em,234,8,0.0,-4.7173638281792854e-18,1.545934590332576e-14,3.229649835271372e-17
em,238,8,0.0,-3.0492951539519794e-18,5.8081524096639436e-15,1.746787809156171e-17
em,262,8,0.0,-1.0578594498253546e-18,3.071616766530291e-15,1.473898936411733e-17
em,266,8,0.0,-6.174699866361279e-18,8.585771237863454e-15,5.3872510897304953e-17
em,293,8,0.0,-3.200988769574923e-18,1.211385693708129e-14,1.844105074020488e-17
em,303,8,0.0,-4.532292107664962e-18,6.360690643142413e-15,1.2590261257194634e-17
em,326,8,0.0,-1.1719816648933419e-18,4.501686089767654e-15,1.2548014382977116e-17
em,343,8,0.0,-1.2053821523962492e-17,1.9457772387032916e-14,2.7079456747975124e-17
em,352,8,0.0,-5.075981614818454e-18,9.920065769299551e-15,6.760521379323547e-17
em,354,8,0.0,-3.981994759886442e-18,8.759337596107946e-15,1.891979389360587e-17
em,360,8,0.0,-4.047250711419144e-18,1.276686236118369e-14,3.1451839248447285e-17
em,365,8,0.0,-1.1119096249622939e-17,1.025420845090403e-14,3.163876287445386e-17
em,368,8,0.0,-4.0429050947244486e-18,1.1357157923965486e-14,6.750220871157694e-17
em,383,8,0.0,-2.2493454760438086e-18,8.892448139686265e-15,2.3130952151957546e-17
em,386,8,0.0,-3.433462632804047e-17,3.300580432206718e-14,1.1056132715585322e-16
em,387,8,0.0,-3.0582406790802323e-18,8.855466077847858e-15,2.442512983682314e-17
em,398,8,0.0,-4.711846036802386e-18,8.026689378137838e-15,2.6809677014370966e-17
em,406,8,0.0,-1.402992345826091e-18,8.415339127443958e-15,2.794535043087962e-17
em,414,8,0.0,-1.4603383244925063e-17,1.5525197058845797e-14,5.4408564326362324e-17
em,437,8,0.0,-1.1082540964393812e-18,8.052006146807128e-15,3.853788797551953e-17
em,441,8,0.0,-2.036525224058903e-18,5.8707862394669225e-15,1.2699702345586679e-17
em,445,8,0.0,-5.852717894213733e-18,1.3103057008786592e-14,7.283042211684347e-17
em,491,8,0.0,-6.129050628915191e-18,9.838842157058592e-15,2.49435504895472e-17
em,515,8,0.0,-7.481401666798726e-19,2.6635267722502982e-15,1.0295053507274987e-17
em,520,8,0.0,-5.353656273189189e-18,7.26758116391297e-15,1.5075786983540626e-17
em,524,8,0.0,-1.1400197062468775e-17,1.8319790272203083e-14,8.99240626070873e-17
em,529,8,0.0,-1.1654086716044885e-18,5.6048469268105684e-15,1.941769631746261e-17
em,544,8,0.0,-3.483218838492643e-17,9.22575379093339e-14,2.4306627889970214e-16
em,545,8,0.0,-4.517009376982443e-17,2.806405832225175e-14,9.466175470025908e-17
em,553,8,0.0,-8.912997342203384e-19,4.493553460330495e-15,1.4166482388350648e-17
em,563,8,0.0,-2.311402267570882e-18,1.3271880557994218e-14,2.4013586684402324e-17
em,574,8,0.0,-1.8019162160588457e-18,7.209065272575862e-15,1.6032195025618077e-17
