run,model,seed,noise_seed,kind,snr,condition,active,prediction_path,sha256,records,probability_cells,max_probability_error,metadata_intensity_seed_thresholds_exact,passed,matrix_sha256,provenance_type
pilot,resnet,43,8128,bandpass,20,independent_rms,all,results/metrics/pilot/resnet/seed_43/bandpass_20_independent_rms_all.npz,c3cf801ad7295aa0d2605075c548d5d79eae4eca400aac70c57865747440cdc4,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,17,8128,bandpass,20,electrode,all,results/metrics/pilot/resnet/seed_17/bandpass_20_electrode_all.npz,3b86f928a5ce26e5e15a643c6f9d8d1cfc6fe9430cc34a3c6c548d2cfab6a26d,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,29,8128,bandpass,20,electrode,all,results/metrics/pilot/resnet/seed_29/bandpass_20_electrode_all.npz,f783d673652081dc27739efffc9a3da8b98307fc100498d81520e6f16d9efe09,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,43,8128,bandpass,20,electrode,all,results/metrics/pilot/resnet/seed_43/bandpass_20_electrode_all.npz,cb6baedc5b56ae7c888f96234a19863662d1fba5ae4106e6223f043768d2eae4,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,17,8128,bandpass,20,covariance,all,results/metrics/pilot/resnet/seed_17/bandpass_20_covariance_all.npz,36e8ec76937f03f2173ebe9595993291c2005f05d9b9dd3fc332410c5c2d9c3c,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,29,8128,bandpass,20,covariance,all,results/metrics/pilot/resnet/seed_29/bandpass_20_covariance_all.npz,7a417d693415519faf5cd9f5cdef6196e4dd94aed0fbc57132b55e6a5dbf5cfd,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,43,8128,bandpass,20,covariance,all,results/metrics/pilot/resnet/seed_43/bandpass_20_covariance_all.npz,1e833d7d0a5f5beb5cf71095ca1211f14ed98ee36a87d3dbb641463198f57f2b,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,17,8128,bandpass,10,independent_rms,all,results/metrics/pilot/resnet/seed_17/bandpass_10_independent_rms_all.npz,8eee1c4212d7e008c5977769d1fed8a5ea639ce4233c6919b8fb101d0cde37a3,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,29,8128,bandpass,10,independent_rms,all,results/metrics/pilot/resnet/seed_29/bandpass_10_independent_rms_all.npz,845a9fd7acdda03243fbf021ac92edfcb814a1686d341651cd1fb0b68b092a23,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,43,8128,bandpass,10,independent_rms,all,results/metrics/pilot/resnet/seed_43/bandpass_10_independent_rms_all.npz,0fb64db4cdc0c8fd679ada4cb41f4e5aad456d83eefe1daac506e8f14c43d98f,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,17,8128,bandpass,10,electrode,all,results/metrics/pilot/resnet/seed_17/bandpass_10_electrode_all.npz,268983936db934800771440f4acb573867731f15f7c7e45b7e4cc6d298d7627b,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,29,8128,bandpass,10,electrode,all,results/metrics/pilot/resnet/seed_29/bandpass_10_electrode_all.npz,abc069af45db8eb2872bfaa276d1855f166a92c387773138366b6623908d6eb2,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,43,8128,bandpass,10,electrode,all,results/metrics/pilot/resnet/seed_43/bandpass_10_electrode_all.npz,2502d916bf5f44101e12bb7f000e7568f20a95d1ac5c1111b2ee641eefb74e3c,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,17,8128,bandpass,10,covariance,all,results/metrics/pilot/resnet/seed_17/bandpass_10_covariance_all.npz,504819875d479ce908dfaaa640e29d5cfae13111ab6982b3270ecae85726d8dd,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,29,8128,bandpass,10,covariance,all,results/metrics/pilot/resnet/seed_29/bandpass_10_covariance_all.npz,f40005bb7ad5c9d5f3b5dfa824b59c0abc20723d44f1800dc4fa82d771aca109,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,43,8128,bandpass,10,covariance,all,results/metrics/pilot/resnet/seed_43/bandpass_10_covariance_all.npz,c8fda12675d9ffffb67810748aa02cf66c51c14a7bab3e97202d993bd27155a8,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,17,8128,bandpass,0,independent_rms,all,results/metrics/pilot/resnet/seed_17/bandpass_0_independent_rms_all.npz,b2e412944d5b0fdbfcd795e2811a1b59df776f2b90ebeac9401ede679f873252,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,29,8128,bandpass,0,independent_rms,all,results/metrics/pilot/resnet/seed_29/bandpass_0_independent_rms_all.npz,ee0e9a3f6af6b19ca25e2126a625c5fb637495cec3c60d135d93cf63ee839194,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,43,8128,bandpass,0,independent_rms,all,results/metrics/pilot/resnet/seed_43/bandpass_0_independent_rms_all.npz,3d32b5da6c86637069ada1eb110cb5ca67118ece46c2766f6d29005097792339,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,17,8128,bandpass,0,electrode,all,results/metrics/pilot/resnet/seed_17/bandpass_0_electrode_all.npz,0d32b0096d5ee9c804fdd7c9ab5c9c6c696d102cc23d08905f992c0bac87cc82,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,29,8128,bandpass,0,electrode,all,results/metrics/pilot/resnet/seed_29/bandpass_0_electrode_all.npz,85ec66361b1cd77842b5ed839b323061fbedec9d07bc9f4666312760fa1f9166,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,43,8128,bandpass,0,electrode,all,results/metrics/pilot/resnet/seed_43/bandpass_0_electrode_all.npz,7f2ce82e55b4113dca6b0a6bef036a238c0303c511e429f8198f7a1e20ecc8d5,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,17,8128,bandpass,0,covariance,all,results/metrics/pilot/resnet/seed_17/bandpass_0_covariance_all.npz,e392a547856373a1c175f1cb6e99f9d44a409721597d9af5bca22e987c240121,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,29,8128,bandpass,0,covariance,all,results/metrics/pilot/resnet/seed_29/bandpass_0_covariance_all.npz,10ee8a904b269e2ed7692c0f560f78b98e09300468acc753ff90ad5aaaafdbb4,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
pilot,resnet,43,8128,bandpass,0,covariance,all,results/metrics/pilot/resnet/seed_43/bandpass_0_covariance_all.npz,a80f713eeb5a328338dd420bfd42b741d96451806fc192a3d9a5a8ef4bb5bd20,1000,5000,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,bandpass,20,independent_rms,all,results/metrics/full/resnet/seed_17/bandpass_20_independent_rms_all.npz,d3d74c0fc1a989efbbd6c564cfa128aa1e210614fed4537f4e1abfcc80917b23,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,bandpass,20,independent_rms,all,results/metrics/full/resnet/seed_29/bandpass_20_independent_rms_all.npz,b5c0822ebf3a58b9b966409793692efe621cddc201cc17328bc281f333765512,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,bandpass,20,independent_rms,all,results/metrics/full/resnet/seed_43/bandpass_20_independent_rms_all.npz,3c9a804dcb00f56876f6dbc31ef863ff6e09ff3b0a8cd3363f6a08505043a565,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,bandpass,20,independent_rms,all,results/metrics/full/tcn/seed_17/bandpass_20_independent_rms_all.npz,9321625ccc7a82c8f0f07e7859df712b807cdb4bc8357ef8aeafebbd48a00076,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,bandpass,20,independent_rms,all,results/metrics/full/tcn/seed_29/bandpass_20_independent_rms_all.npz,b7b36479eeef3a1c922a176ab4a3d7d001c49150fa2e94a4050bf322af148270,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,bandpass,20,independent_rms,all,results/metrics/full/tcn/seed_43/bandpass_20_independent_rms_all.npz,d56487bee875da974189b9e9c14e4db94ccd2096ed1978223690f1c83730163e,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,bandpass,20,electrode,all,results/metrics/full/resnet/seed_17/bandpass_20_electrode_all.npz,5498f02c5f19b92d5e68b8fb8974900114a539157b524fe38f29cd0f6e1e2980,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,bandpass,20,electrode,all,results/metrics/full/resnet/seed_29/bandpass_20_electrode_all.npz,0a5fbcc4842ab2849a4ee72b4c18a54daaca1b6be4054cb6d1e02df6b083b4f0,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,bandpass,20,electrode,all,results/metrics/full/resnet/seed_43/bandpass_20_electrode_all.npz,5d4786211f09f56d38bd2fa7399bf122cc116f9f465fb02151615d347dd5a648,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,bandpass,20,electrode,all,results/metrics/full/tcn/seed_17/bandpass_20_electrode_all.npz,cae064eaba65d9a8e9d03863134bf47a8eedd029512e01af4115b1367c1ba6c0,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,bandpass,20,electrode,all,results/metrics/full/tcn/seed_29/bandpass_20_electrode_all.npz,545790aedc5b6a7d3b1cb7558f54f7293c5dd88b6427d14b681599cbfc664a4e,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,bandpass,20,electrode,all,results/metrics/full/tcn/seed_43/bandpass_20_electrode_all.npz,3c62567e6079048aa60f7cc28c3c2511c3ebd6a185d02b2c34be334a4556a20e,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,bandpass,20,covariance,all,results/metrics/full/resnet/seed_17/bandpass_20_covariance_all.npz,39ffca47f9bfea0deda234a3f311955a9a0145be63efc60cba4bb352c99680d2,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,bandpass,20,covariance,all,results/metrics/full/resnet/seed_29/bandpass_20_covariance_all.npz,f8b9b77d58d88c3a15402e727156e04853b80108f4bdf8cb621dc8b72693b8b3,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,bandpass,20,covariance,all,results/metrics/full/resnet/seed_43/bandpass_20_covariance_all.npz,935bf9184334d1bf989c5d14136eb40f613f93614b5ce2cc6da594a92ef1736b,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,bandpass,20,covariance,all,results/metrics/full/tcn/seed_17/bandpass_20_covariance_all.npz,f9346b3e6b74297f797f9399f8a4c763ce002dc48bc0c2b000ac3c8f979871e5,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,bandpass,20,covariance,all,results/metrics/full/tcn/seed_29/bandpass_20_covariance_all.npz,43e6962325f0c5aeca8c1c6fee187b335642c5214ecf9d01c3f3daee0dad46ec,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,bandpass,20,covariance,all,results/metrics/full/tcn/seed_43/bandpass_20_covariance_all.npz,781ac1e37eb284590728f7c222412226fe2de36c4da5f808879de8d6159b78f0,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,bandpass,10,independent_rms,all,results/metrics/full/resnet/seed_17/bandpass_10_independent_rms_all.npz,2563401ee8a40870ab2c6cfa14034616957df92dd8f11961ae6bdb296b33a1ea,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,bandpass,10,independent_rms,all,results/metrics/full/resnet/seed_29/bandpass_10_independent_rms_all.npz,5eed1c46d78b6e1a27b5a7bbfb713932cefe7c05d39aff31212dcc9511fd83ba,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,bandpass,10,independent_rms,all,results/metrics/full/resnet/seed_43/bandpass_10_independent_rms_all.npz,a21db3c244798d5a2b82525fa57456ce2e8c931805f1fbdb0b2306144cadd3d5,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,bandpass,10,independent_rms,all,results/metrics/full/tcn/seed_17/bandpass_10_independent_rms_all.npz,b73a9626ad2fc192c51d16e1f49b3e3e08272c64d99351e1e94e0b02d9ed8ab5,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,bandpass,10,independent_rms,all,results/metrics/full/tcn/seed_29/bandpass_10_independent_rms_all.npz,ba218a69379d2c800ee1f05d36e376b2d86cd02f16bbe1271238bf073036c9e2,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,bandpass,10,independent_rms,all,results/metrics/full/tcn/seed_43/bandpass_10_independent_rms_all.npz,607862353981c82d4cd0b6c077185822d12b13678ef9cf23754b8c359239dcb4,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,bandpass,10,electrode,all,results/metrics/full/resnet/seed_17/bandpass_10_electrode_all.npz,f2990c461d5e1db4026198275abcb50ebcb9f81ba9b499816f0106c2fe8ba51c,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,bandpass,10,electrode,all,results/metrics/full/resnet/seed_29/bandpass_10_electrode_all.npz,caeca6f67bb8c76ecb044498a0b0c4a4f6b37c51ce64ca6f43710dc9870151e4,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,bandpass,10,electrode,all,results/metrics/full/resnet/seed_43/bandpass_10_electrode_all.npz,6f39b69e3042ba632e4e3aba5850d7c3583d51d2f9839bab69fbcce8b30cf771,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,bandpass,10,electrode,all,results/metrics/full/tcn/seed_17/bandpass_10_electrode_all.npz,1099deb47cc41ce1fbb39c79fbb547093ac621559566e711e9785dc3e5bf8a63,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,bandpass,10,electrode,all,results/metrics/full/tcn/seed_29/bandpass_10_electrode_all.npz,c9eebc20d7f2accafdf4ce76d259d10c0e2bca88218c2eaf300b1ea11dd774e5,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,bandpass,10,electrode,all,results/metrics/full/tcn/seed_43/bandpass_10_electrode_all.npz,266655c409b5c8fb506b90675e8bd5da02e562b29efc8db25ce9b106bf05230d,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,bandpass,10,covariance,all,results/metrics/full/resnet/seed_17/bandpass_10_covariance_all.npz,31f87339cbda8fd14a5a431c679072f10b34519ef1cd2d97dc65c0088e0cf132,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,bandpass,10,covariance,all,results/metrics/full/resnet/seed_29/bandpass_10_covariance_all.npz,be09ecc3a66e33158e03ab381364e87c100f1e27a8339492037f4a5c8fefd8f0,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,bandpass,10,covariance,all,results/metrics/full/resnet/seed_43/bandpass_10_covariance_all.npz,6b7d9d99ba35dfc55ae719ae2d07260c1007daafb20a8115ddcf8cbbec4b9548,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,bandpass,10,covariance,all,results/metrics/full/tcn/seed_17/bandpass_10_covariance_all.npz,16108889265c64f2210182c6d91fb1816d9d7d039ce776c63253f1fe488dfd94,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,bandpass,10,covariance,all,results/metrics/full/tcn/seed_29/bandpass_10_covariance_all.npz,b448add7c75f581f39915b0e5b300d97f31dd4674b1c73d707f2ce24f743b79a,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,bandpass,10,covariance,all,results/metrics/full/tcn/seed_43/bandpass_10_covariance_all.npz,f00ac0b7fe96def9c264e190b65d81ac938f02221593782a8b3d3ae8753dc05d,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,17,8128,bandpass,0,independent_rms,all,results/metrics/full/resnet/seed_17/bandpass_0_independent_rms_all.npz,538e26bb7a1247927cedc0ad75a636529e8902c88ef5df9a90cd85c50ebbfe45,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,29,8128,bandpass,0,independent_rms,all,results/metrics/full/resnet/seed_29/bandpass_0_independent_rms_all.npz,e31e83dfa0ea64435256e45e15b2c142ef0d5f238f8dab6d8d686510e701cae1,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,resnet,43,8128,bandpass,0,independent_rms,all,results/metrics/full/resnet/seed_43/bandpass_0_independent_rms_all.npz,7d0d0e3f8ad8b2716a9764c75b00340dbef10a6f8c2b176d94b3d45f244369a1,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,17,8128,bandpass,0,independent_rms,all,results/metrics/full/tcn/seed_17/bandpass_0_independent_rms_all.npz,2a06ec75bf1aa925f0806c54217f0b790b3b516e0b9ccb00a6147687402fa0be,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,29,8128,bandpass,0,independent_rms,all,results/metrics/full/tcn/seed_29/bandpass_0_independent_rms_all.npz,3053cc7003bfaec2ba205a983ca92190e3900cbf2e8f51c6dc04a78f5e698fa9,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
full,tcn,43,8128,bandpass,0,independent_rms,all,results/metrics/full/tcn/seed_43/bandpass_0_independent_rms_all.npz,5ad568f0570faa84625faf98c2fe910df3ff6e807801ac2895c8950254d24def,2158,10790,0.0,True,True,4f852acd9c5a4f7b35a207f5078d70f842de3077d648716950a66502951bfe9d,retrospective_verified_provenance
