kind,condition,lead_i,lead_j,covariance
bandpass,independent,V1,III,1.9639161093042822e-05
bandpass,independent,V1,aVR,-1.3400022992895305e-05
bandpass,independent,V1,aVL,3.819556301003484e-05
bandpass,independent,V1,aVF,4.1146627731664414e-05
bandpass,independent,V1,V1,0.005008694304516489
bandpass,independent,V1,V2,1.6705431031120193e-05
bandpass,independent,V1,V3,5.149475659232083e-05
bandpass,independent,V1,V4,4.11010490651027e-06
bandpass,independent,V1,V5,-1.3338353974109583e-05
bandpass,independent,V1,V6,3.740577874964898e-05
bandpass,independent,V2,I,2.8983846516945808e-05
bandpass,independent,V2,II,-3.352432417183464e-05
bandpass,independent,V2,III,-7.099895773582014e-06
bandpass,independent,V2,aVR,-1.1930023951906818e-05
bandpass,independent,V2,aVL,-2.811361522437162e-05
bandpass,independent,V2,aVF,1.694333383001532e-06
bandpass,independent,V2,V1,1.6705431031120193e-05
bandpass,independent,V2,V2,0.005050812614598995
bandpass,independent,V2,V3,1.583552444620432e-05
bandpass,independent,V2,V4,9.737809100860243e-06
bandpass,independent,V2,V5,3.8347659194558874e-05
bandpass,independent,V2,V6,-3.585700461126655e-05
bandpass,independent,V3,I,1.4611529505358332e-05
bandpass,independent,V3,II,-4.426056091238187e-05
bandpass,independent,V3,III,-1.85702505216182e-05
bandpass,independent,V3,aVR,-3.931947583923433e-05
bandpass,independent,V3,aVL,3.916725303042472e-05
bandpass,independent,V3,aVF,-2.8334456567186198e-05
bandpass,independent,V3,V1,5.149475659232083e-05
bandpass,independent,V3,V2,1.583552444620432e-05
bandpass,independent,V3,V3,0.005082505903648
bandpass,independent,V3,V4,-3.465424803481091e-05
bandpass,independent,V3,V5,4.901275744750695e-06
bandpass,independent,V3,V6,1.2400341346764336e-05
bandpass,independent,V4,I,7.313462834671607e-05
bandpass,independent,V4,II,2.3917326676906712e-05
bandpass,independent,V4,III,1.293690681622956e-05
bandpass,independent,V4,aVR,4.453705794652438e-05
bandpass,independent,V4,aVL,5.4406606427166945e-06
bandpass,independent,V4,aVF,3.220984889587574e-05
bandpass,independent,V4,V1,4.11010490651027e-06
bandpass,independent,V4,V2,9.737809100860243e-06
bandpass,independent,V4,V3,-3.465424803481091e-05
bandpass,independent,V4,V4,0.005000191181438198
bandpass,independent,V4,V5,1.9990599427328534e-05
bandpass,independent,V4,V6,-2.976055549248389e-05
bandpass,independent,V5,I,3.96752936147547e-05
bandpass,independent,V5,II,-3.060022672364937e-05
bandpass,independent,V5,III,-3.4113915248943505e-05
bandpass,independent,V5,aVR,-6.037812024717444e-05
bandpass,independent,V5,aVL,1.735320553069021e-05
bandpass,independent,V5,aVF,-5.346707958351174e-05
bandpass,independent,V5,V1,-1.3338353974109583e-05
bandpass,independent,V5,V2,3.8347659194558874e-05
bandpass,independent,V5,V3,4.901275744750695e-06
bandpass,independent,V5,V4,1.9990599427328534e-05
bandpass,independent,V5,V5,0.004981024220583106
bandpass,independent,V5,V6,-4.3523923873651914e-05
bandpass,independent,V6,I,2.0779464152170568e-05
bandpass,independent,V6,II,-1.4961898350918052e-05
bandpass,independent,V6,III,1.242845428158667e-06
bandpass,independent,V6,aVR,-9.00359033292921e-05
bandpass,independent,V6,aVL,2.0150987570282633e-05
bandpass,independent,V6,aVF,-9.3290734147718e-06
bandpass,independent,V6,V1,3.740577874964898e-05
bandpass,independent,V6,V2,-3.585700461126655e-05
bandpass,independent,V6,V3,1.2400341346764336e-05
bandpass,independent,V6,V4,-2.976055549248389e-05
bandpass,independent,V6,V5,-4.3523923873651914e-05
bandpass,independent,V6,V6,0.0050722809882213825
bandpass,independent_rms,I,I,0.0065478647912643245
bandpass,independent_rms,I,II,-2.5563788754070246e-05
bandpass,independent_rms,I,III,-3.8064649907080775e-05
bandpass,independent_rms,I,aVR,-2.8775959551982347e-05
bandpass,independent_rms,I,aVL,8.55434809892692e-06
bandpass,independent_rms,I,aVF,-5.879301917445211e-05
bandpass,independent_rms,I,V1,-4.378860718283261e-05
bandpass,independent_rms,I,V2,3.162144456329845e-05
bandpass,independent_rms,I,V3,1.3499414368773219e-05
bandpass,independent_rms,I,V4,7.860729864180863e-05
bandpass,independent_rms,I,V5,4.30242876729759e-05
bandpass,independent_rms,I,V6,2.1809556828211613e-05
bandpass,independent_rms,II,I,-2.5563788754070246e-05
bandpass,independent_rms,II,II,0.006505591114804347
bandpass,independent_rms,II,III,7.666569316487873e-05
bandpass,independent_rms,II,aVR,-4.3725101163738464e-05
bandpass,independent_rms,II,aVL,-3.629109654074973e-06
bandpass,independent_rms,II,aVF,-6.583201996283396e-05
bandpass,independent_rms,II,V1,2.471903244730867e-05
bandpass,independent_rms,II,V2,-3.445195548725514e-05
bandpass,independent_rms,II,V3,-4.799711252515951e-05
bandpass,independent_rms,II,V4,2.8764172032486578e-05
bandpass,independent_rms,II,V5,-3.467198320271047e-05
bandpass,independent_rms,II,V6,-1.4666797832198891e-05
bandpass,independent_rms,III,I,-3.8064649907080775e-05
bandpass,independent_rms,III,II,7.666569316487873e-05
bandpass,independent_rms,III,III,0.0065379062118916175
bandpass,independent_rms,III,aVR,-1.0370635235597187e-05
bandpass,independent_rms,III,aVL,-2.0575045317389834e-05
bandpass,independent_rms,III,aVF,-3.094092213902321e-05
bandpass,independent_rms,III,V1,2.13655715301003e-05
bandpass,independent_rms,III,V2,-7.125022796138519e-06
bandpass,independent_rms,III,V3,-1.8238868421224028e-05
bandpass,independent_rms,III,V4,1.535635119908317e-05
bandpass,independent_rms,III,V5,-3.849547575967865e-05
bandpass,independent_rms,III,V6,2.1136468154549817e-06
bandpass,independent_rms,aVR,I,-2.8775959551982347e-05
bandpass,independent_rms,aVR,II,-4.3725101163738464e-05
bandpass,independent_rms,aVR,III,-1.0370635235597187e-05
bandpass,independent_rms,aVR,aVR,0.004892251400061432
bandpass,independent_rms,aVR,aVL,2.255198839976083e-05
bandpass,independent_rms,aVR,aVF,1.8899757551582323e-05
bandpass,independent_rms,aVR,V1,-1.3538572947017082e-05
bandpass,independent_rms,aVR,V2,-1.149129860840208e-05
bandpass,independent_rms,aVR,V3,-3.5038669088916005e-05
bandpass,independent_rms,aVR,V4,4.316704680864394e-05
bandpass,independent_rms,aVR,V5,-5.7343409427068674e-05
bandpass,independent_rms,aVR,V6,-7.893659977016375e-05
bandpass,independent_rms,aVL,I,8.55434809892692e-06
bandpass,independent_rms,aVL,II,-3.629109654074973e-06
bandpass,independent_rms,aVL,III,-2.0575045317389834e-05
bandpass,independent_rms,aVL,aVR,2.255198839976083e-05
bandpass,independent_rms,aVL,aVL,0.004916487722876886
bandpass,independent_rms,aVL,aVF,-2.2316178676695646e-05
bandpass,independent_rms,aVL,V1,3.491258028850292e-05
bandpass,independent_rms,aVL,V2,-2.567967768629026e-05
bandpass,independent_rms,aVL,V3,3.669874484797167e-05
bandpass,independent_rms,aVL,V4,5.0402333552612855e-06
bandpass,independent_rms,aVL,V5,1.6689434629043722e-05
bandpass,independent_rms,aVL,V6,1.90144694507673e-05
bandpass,independent_rms,aVF,I,-5.879301917445211e-05
bandpass,independent_rms,aVF,II,-6.583201996283396e-05
bandpass,independent_rms,aVF,III,-3.094092213902321e-05
bandpass,independent_rms,aVF,aVR,1.8899757551582323e-05
bandpass,independent_rms,aVF,aVL,-2.2316178676695646e-05
bandpass,independent_rms,aVF,aVF,0.004884782465531901
bandpass,independent_rms,aVF,V1,3.692154382249813e-05
bandpass,independent_rms,aVF,V2,2.256119119240086e-06
bandpass,independent_rms,aVF,V3,-2.574771706408294e-05
bandpass,independent_rms,aVF,V4,2.881103871844578e-05
bandpass,independent_rms,aVF,V5,-4.826080078140662e-05
bandpass,independent_rms,aVF,V6,-7.79118093435469e-06
bandpass,independent_rms,V1,I,-4.378860718283261e-05
bandpass,independent_rms,V1,II,2.471903244730867e-05
bandpass,independent_rms,V1,III,2.13655715301003e-05
bandpass,independent_rms,V1,aVR,-1.3538572947017082e-05
bandpass,independent_rms,V1,aVL,3.491258028850292e-05
bandpass,independent_rms,V1,aVF,3.692154382249813e-05
bandpass,independent_rms,V1,V1,0.004395780122867547
bandpass,independent_rms,V1,V2,1.681345968074406e-05
bandpass,independent_rms,V1,V3,4.18863560078202e-05
bandpass,independent_rms,V1,V4,4.113623131338468e-06
bandpass,independent_rms,V1,V5,-1.1589026358382637e-05
bandpass,independent_rms,V1,V6,3.446995092892203e-05
bandpass,independent_rms,V2,I,3.162144456329845e-05
bandpass,independent_rms,V2,II,-3.445195548725514e-05
bandpass,independent_rms,V2,III,-7.125022796138519e-06
bandpass,independent_rms,V2,aVR,-1.149129860840208e-05
bandpass,independent_rms,V2,aVL,-2.567967768629026e-05
bandpass,independent_rms,V2,aVF,2.256119119240086e-06
bandpass,independent_rms,V2,V1,1.681345968074406e-05
bandpass,independent_rms,V2,V2,0.004333307648907481
bandpass,independent_rms,V2,V3,1.524199107095081e-05
bandpass,independent_rms,V2,V4,8.202746432303134e-06
bandpass,independent_rms,V2,V5,3.2798582347500287e-05
bandpass,independent_rms,V2,V6,-2.880321435932488e-05
bandpass,independent_rms,V3,I,1.3499414368773219e-05
bandpass,independent_rms,V3,II,-4.799711252515951e-05
bandpass,independent_rms,V3,III,-1.8238868421224028e-05
bandpass,independent_rms,V3,aVR,-3.5038669088916005e-05
bandpass,independent_rms,V3,aVL,3.669874484797167e-05
bandpass,independent_rms,V3,aVF,-2.574771706408294e-05
bandpass,independent_rms,V3,V1,4.18863560078202e-05
bandpass,independent_rms,V3,V2,1.524199107095081e-05
bandpass,independent_rms,V3,V3,0.0043262954823563605
bandpass,independent_rms,V3,V4,-3.073301548683555e-05
bandpass,independent_rms,V3,V5,4.200353784058793e-06
bandpass,independent_rms,V3,V6,1.0654882475694963e-05
bandpass,independent_rms,V4,I,7.860729864180863e-05
bandpass,independent_rms,V4,II,2.8764172032486578e-05
bandpass,independent_rms,V4,III,1.535635119908317e-05
bandpass,independent_rms,V4,aVR,4.316704680864394e-05
bandpass,independent_rms,V4,aVL,5.0402333552612855e-06
bandpass,independent_rms,V4,aVF,2.881103871844578e-05
bandpass,independent_rms,V4,V1,4.113623131338468e-06
bandpass,independent_rms,V4,V2,8.202746432303134e-06
bandpass,independent_rms,V4,V3,-3.073301548683555e-05
bandpass,independent_rms,V4,V4,0.004374037341066955
bandpass,independent_rms,V4,V5,1.829523637800904e-05
bandpass,independent_rms,V4,V6,-2.6936760531791997e-05
bandpass,independent_rms,V5,I,4.30242876729759e-05
bandpass,independent_rms,V5,II,-3.467198320271047e-05
bandpass,independent_rms,V5,III,-3.849547575967865e-05
bandpass,independent_rms,V5,aVR,-5.7343409427068674e-05
bandpass,independent_rms,V5,aVL,1.6689434629043722e-05
bandpass,independent_rms,V5,aVF,-4.826080078140662e-05
bandpass,independent_rms,V5,V1,-1.1589026358382637e-05
bandpass,independent_rms,V5,V2,3.2798582347500287e-05
bandpass,independent_rms,V5,V3,4.200353784058793e-06
bandpass,independent_rms,V5,V4,1.829523637800904e-05
bandpass,independent_rms,V5,V5,0.004377621630607299
bandpass,independent_rms,V5,V6,-3.556131012796131e-05
bandpass,independent_rms,V6,I,2.1809556828211613e-05
bandpass,independent_rms,V6,II,-1.4666797832198891e-05
bandpass,independent_rms,V6,III,2.1136468154549817e-06
bandpass,independent_rms,V6,aVR,-7.893659977016375e-05
bandpass,independent_rms,V6,aVL,1.90144694507673e-05
bandpass,independent_rms,V6,aVF,-7.79118093435469e-06
bandpass,independent_rms,V6,V1,3.446995092892203e-05
bandpass,independent_rms,V6,V2,-2.880321435932488e-05
bandpass,independent_rms,V6,V3,1.0654882475694963e-05
bandpass,independent_rms,V6,V4,-2.6936760531791997e-05
bandpass,independent_rms,V6,V5,-3.556131012796131e-05
bandpass,independent_rms,V6,V6,0.004341978046721219
bandpass,electrode,I,I,0.006547864791264322
bandpass,electrode,I,II,0.0032577748470885262
bandpass,electrode,I,III,-0.003290089944175799
bandpass,electrode,I,aVR,-0.0049028198191764264
bandpass,electrode,I,aVL,0.0049189773677200625
bandpass,electrode,I,aVF,-1.615754854363563e-05
bandpass,electrode,I,V1,-5.2563503669217015e-05
bandpass,electrode,I,V2,-2.4015878941073935e-05
bandpass,electrode,I,V3,-5.452193799747788e-05
bandpass,electrode,I,V4,-4.6750490642065914e-05
bandpass,electrode,I,V5,-6.589282570999633e-05
bandpass,electrode,I,V6,-5.8821913088379305e-05
bandpass,electrode,II,I,0.0032577748470885262
bandpass,electrode,II,II,0.006505591114804348
bandpass,electrode,II,III,0.0032478162677158197
bandpass,electrode,II,aVR,-0.004881682980946437
bandpass,electrode,II,aVL,4.979289686353728e-06
bandpass,electrode,II,aVF,0.004876703691260082
bandpass,electrode,II,V1,5.471651430229553e-06
bandpass,electrode,II,V2,-3.0221476218486155e-05
bandpass,electrode,II,V3,-7.718425946911066e-05
bandpass,electrode,II,V4,-1.1618359150170656e-05
bandpass,electrode,II,V5,-3.597476512634543e-05
bandpass,electrode,II,V6,1.3478833713634078e-05
bandpass,electrode,III,I,-0.003290089944175799
bandpass,electrode,III,II,0.0032478162677158197
bandpass,electrode,III,III,0.006537906211891616
bandpass,electrode,III,aVR,2.1136838229989403e-05
bandpass,electrode,III,aVL,-0.00491399807803371
bandpass,electrode,III,aVF,0.0048928612398037195
bandpass,electrode,III,V1,5.8035155099446506e-05
bandpass,electrode,III,V2,-6.2055972774122e-06
bandpass,electrode,III,V3,-2.2662321471632813e-05
bandpass,electrode,III,V4,3.513213149189527e-05
bandpass,electrode,III,V5,2.991806058365089e-05
bandpass,electrode,III,V6,7.23007468020134e-05
bandpass,electrode,aVR,I,-0.0049028198191764264
bandpass,electrode,aVR,II,-0.004881682980946437
bandpass,electrode,aVR,III,2.1136838229989403e-05
bandpass,electrode,aVR,aVR,0.004892251400061432
bandpass,electrode,aVR,aVL,-0.002461978328703208
bandpass,electrode,aVR,aVF,-0.0024302730713582237
bandpass,electrode,aVR,V1,2.3545926119493745e-05
bandpass,electrode,aVR,V2,2.711867757978006e-05
bandpass,electrode,aVR,V3,6.585309873329424e-05
bandpass,electrode,aVR,V4,2.9184424896118287e-05
bandpass,electrode,aVR,V5,5.093379541817088e-05
bandpass,electrode,aVR,V6,2.2671539687372632e-05
bandpass,electrode,aVL,I,0.0049189773677200625
bandpass,electrode,aVL,II,4.979289686353728e-06
bandpass,electrode,aVL,III,-0.00491399807803371
bandpass,electrode,aVL,aVR,-0.002461978328703208
bandpass,electrode,aVL,aVL,0.004916487722876886
bandpass,electrode,aVL,aVF,-0.002454509394173677
bandpass,electrode,aVL,V1,-5.5299329384331754e-05
bandpass,electrode,aVL,V2,-8.905140831830944e-06
bandpass,electrode,aVL,V3,-1.592980826292252e-05
bandpass,electrode,aVL,V4,-4.094131106698061e-05
bandpass,electrode,aVL,V5,-4.790544314682363e-05
bandpass,electrode,aVL,V6,-6.556132994519639e-05
bandpass,electrode,aVF,I,-1.615754854363563e-05
bandpass,electrode,aVF,II,0.004876703691260082
bandpass,electrode,aVF,III,0.0048928612398037195
bandpass,electrode,aVF,aVR,-0.0024302730713582237
bandpass,electrode,aVF,aVL,-0.002454509394173677
bandpass,electrode,aVF,aVF,0.004884782465531902
bandpass,electrode,aVF,V1,3.1753403264838005e-05
bandpass,electrode,aVF,V2,-1.8213536747949143e-05
bandpass,electrode,aVF,V3,-4.9923290470371724e-05
bandpass,electrode,aVF,V4,1.1756886170862315e-05
bandpass,electrode,aVF,V5,-3.0283522713472537e-06
bandpass,electrode,aVF,V6,4.288979025782372e-05
bandpass,electrode,V1,I,-5.2563503669217015e-05
bandpass,electrode,V1,II,5.471651430229553e-06
bandpass,electrode,V1,III,5.8035155099446506e-05
bandpass,electrode,V1,aVR,2.3545926119493745e-05
bandpass,electrode,V1,aVL,-5.5299329384331754e-05
bandpass,electrode,V1,aVF,3.1753403264838005e-05
bandpass,electrode,V1,V1,0.004395780122867547
bandpass,electrode,V1,V2,0.0010877090460443023
bandpass,electrode,V1,V3,0.0010797774425031431
bandpass,electrode,V1,V4,0.001146770349784957
bandpass,electrode,V1,V5,0.0010449367803659331
bandpass,electrode,V1,V6,0.001074942185900183
bandpass,electrode,V2,I,-2.4015878941073935e-05
bandpass,electrode,V2,II,-3.0221476218486155e-05
bandpass,electrode,V2,III,-6.2055972774122e-06
bandpass,electrode,V2,aVR,2.711867757978006e-05
bandpass,electrode,V2,aVL,-8.905140831830944e-06
bandpass,electrode,V2,aVF,-1.8213536747949143e-05
bandpass,electrode,V2,V1,0.0010877090460443023
bandpass,electrode,V2,V2,0.0043333076489074805
bandpass,electrode,V2,V3,0.0010995917211936341
bandpass,electrode,V2,V4,0.0011290039036628383
bandpass,electrode,V2,V5,0.0010506799864198968
bandpass,electrode,V2,V6,0.0010840443254670398
bandpass,electrode,V3,I,-5.452193799747788e-05
bandpass,electrode,V3,II,-7.718425946911066e-05
bandpass,electrode,V3,III,-2.2662321471632813e-05
bandpass,electrode,V3,aVR,6.585309873329424e-05
bandpass,electrode,V3,aVL,-1.592980826292252e-05
bandpass,electrode,V3,aVF,-4.9923290470371724e-05
bandpass,electrode,V3,V1,0.0010797774425031431
bandpass,electrode,V3,V2,0.0010995917211936341
bandpass,electrode,V3,V3,0.004326295482356361
bandpass,electrode,V3,V4,0.0010889692068010326
bandpass,electrode,V3,V5,0.001071958495056554
bandpass,electrode,V3,V6,0.0010604623994460796
bandpass,electrode,V4,I,-4.6750490642065914e-05
bandpass,electrode,V4,II,-1.1618359150170656e-05
bandpass,electrode,V4,III,3.513213149189527e-05
bandpass,electrode,V4,aVR,2.9184424896118287e-05
bandpass,electrode,V4,aVL,-4.094131106698061e-05
bandpass,electrode,V4,aVF,1.1756886170862315e-05
bandpass,electrode,V4,V1,0.001146770349784957
bandpass,electrode,V4,V2,0.0011290039036628383
bandpass,electrode,V4,V3,0.0010889692068010326
bandpass,electrode,V4,V4,0.004374037341066955
bandpass,electrode,V4,V5,0.0010593120970973026
bandpass,electrode,V4,V6,0.001099085694648383
bandpass,electrode,V5,I,-6.589282570999633e-05
bandpass,electrode,V5,II,-3.597476512634543e-05
bandpass,electrode,V5,III,2.991806058365089e-05
bandpass,electrode,V5,aVR,5.093379541817088e-05
bandpass,electrode,V5,aVL,-4.790544314682363e-05
bandpass,electrode,V5,aVF,-3.0283522713472537e-06
bandpass,electrode,V5,V1,0.0010449367803659331
bandpass,electrode,V5,V2,0.0010506799864198968
bandpass,electrode,V5,V3,0.001071958495056554
bandpass,electrode,V5,V4,0.0010593120970973026
bandpass,electrode,V5,V5,0.004377621630607298
bandpass,electrode,V5,V6,0.0010541956224389749
bandpass,electrode,V6,I,-5.8821913088379305e-05
bandpass,electrode,V6,II,1.3478833713634078e-05
bandpass,electrode,V6,III,7.23007468020134e-05
bandpass,electrode,V6,aVR,2.2671539687372632e-05
bandpass,electrode,V6,aVL,-6.556132994519639e-05
bandpass,electrode,V6,aVF,4.288979025782372e-05
bandpass,electrode,V6,V1,0.001074942185900183
bandpass,electrode,V6,V2,0.0010840443254670398
bandpass,electrode,V6,V3,0.0010604623994460796
bandpass,electrode,V6,V4,0.001099085694648383
bandpass,electrode,V6,V5,0.0010541956224389749
bandpass,electrode,V6,V6,0.004341978046721218
bandpass,covariance,I,I,0.006547864791264326
bandpass,covariance,I,II,0.003257774847088527
bandpass,covariance,I,III,-0.003290089944175799
bandpass,covariance,I,aVR,-0.004902819819176427
bandpass,covariance,I,aVL,0.004918977367720066
bandpass,covariance,I,aVF,-1.61575485436361e-05
bandpass,covariance,I,V1,-5.2563503669217544e-05
bandpass,covariance,I,V2,-2.401587894107401e-05
bandpass,covariance,I,V3,-5.452193799747815e-05
bandpass,covariance,I,V4,-4.675049064206608e-05
bandpass,covariance,I,V5,-6.589282570999636e-05
bandpass,covariance,I,V6,-5.882191308837931e-05
bandpass,covariance,II,I,0.003257774847088527
bandpass,covariance,II,II,0.006505591114804348
bandpass,covariance,II,III,0.003247816267715819
bandpass,covariance,II,aVR,-0.004881682980946438
bandpass,covariance,II,aVL,4.979289686354307e-06
bandpass,covariance,II,aVF,0.0048767036912600835
bandpass,covariance,II,V1,5.471651430228798e-06
bandpass,covariance,II,V2,-3.0221476218486138e-05
bandpass,covariance,II,V3,-7.718425946911081e-05
bandpass,covariance,II,V4,-1.1618359150170757e-05
bandpass,covariance,II,V5,-3.597476512634532e-05
bandpass,covariance,II,V6,1.3478833713634146e-05
bandpass,covariance,III,I,-0.003290089944175799
bandpass,covariance,III,II,0.003247816267715819
bandpass,covariance,III,III,0.0065379062118916175
bandpass,covariance,III,aVR,2.1136838229989613e-05
bandpass,covariance,III,aVL,-0.00491399807803371
bandpass,covariance,III,aVF,0.004892861239803719
bandpass,covariance,III,V1,5.8035155099446255e-05
bandpass,covariance,III,V2,-6.205597277412554e-06
bandpass,covariance,III,V3,-2.2662321471632826e-05
bandpass,covariance,III,V4,3.513213149189515e-05
bandpass,covariance,III,V5,2.9918060583650995e-05
bandpass,covariance,III,V6,7.230074680201335e-05
bandpass,covariance,aVR,I,-0.004902819819176427
bandpass,covariance,aVR,II,-0.004881682980946438
bandpass,covariance,aVR,III,2.1136838229989613e-05
bandpass,covariance,aVR,aVR,0.004892251400061432
bandpass,covariance,aVR,aVL,-0.002461978328703209
bandpass,covariance,aVR,aVF,-0.002430273071358224
bandpass,covariance,aVR,V1,2.3545926119494487e-05
bandpass,covariance,aVR,V2,2.7118677579780343e-05
bandpass,covariance,aVR,V3,6.585309873329455e-05
bandpass,covariance,aVR,V4,2.918442489611872e-05
bandpass,covariance,aVR,V5,5.0933795418170906e-05
bandpass,covariance,aVR,V6,2.26715396873727e-05
bandpass,covariance,aVL,I,0.004918977367720066
bandpass,covariance,aVL,II,4.979289686354307e-06
bandpass,covariance,aVL,III,-0.00491399807803371
bandpass,covariance,aVL,aVR,-0.002461978328703209
bandpass,covariance,aVL,aVL,0.004916487722876886
bandpass,covariance,aVL,aVF,-0.0024545093941736773
bandpass,covariance,aVL,V1,-5.529932938433181e-05
bandpass,covariance,aVL,V2,-8.90514083183106e-06
bandpass,covariance,aVL,V3,-1.5929808262922628e-05
bandpass,covariance,aVL,V4,-4.094131106698056e-05
bandpass,covariance,aVL,V5,-4.790544314682369e-05
bandpass,covariance,aVL,V6,-6.55613299451964e-05
bandpass,covariance,aVF,I,-1.61575485436361e-05
bandpass,covariance,aVF,II,0.0048767036912600835
bandpass,covariance,aVF,III,0.004892861239803719
bandpass,covariance,aVF,aVR,-0.002430273071358224
bandpass,covariance,aVF,aVL,-0.0024545093941736773
bandpass,covariance,aVF,aVF,0.004884782465531902
bandpass,covariance,aVF,V1,3.175340326483754e-05
bandpass,covariance,aVF,V2,-1.821353674794918e-05
bandpass,covariance,aVF,V3,-4.9923290470371934e-05
bandpass,covariance,aVF,V4,1.1756886170861818e-05
bandpass,covariance,aVF,V5,-3.0283522713471563e-06
bandpass,covariance,aVF,V6,4.288979025782334e-05
bandpass,covariance,V1,I,-5.2563503669217544e-05
bandpass,covariance,V1,II,5.471651430228798e-06
bandpass,covariance,V1,III,5.8035155099446255e-05
bandpass,covariance,V1,aVR,2.3545926119494487e-05
bandpass,covariance,V1,aVL,-5.529932938433181e-05
bandpass,covariance,V1,aVF,3.175340326483754e-05
bandpass,covariance,V1,V1,0.004395780122867547
bandpass,covariance,V1,V2,0.001087709046044302
bandpass,covariance,V1,V3,0.001079777442503143
bandpass,covariance,V1,V4,0.0011467703497849565
bandpass,covariance,V1,V5,0.0010449367803659333
bandpass,covariance,V1,V6,0.001074942185900183
bandpass,covariance,V2,I,-2.401587894107401e-05
bandpass,covariance,V2,II,-3.0221476218486138e-05
bandpass,covariance,V2,III,-6.205597277412554e-06
bandpass,covariance,V2,aVR,2.7118677579780343e-05
bandpass,covariance,V2,aVL,-8.90514083183106e-06
bandpass,covariance,V2,aVF,-1.821353674794918e-05
bandpass,covariance,V2,V1,0.001087709046044302
bandpass,covariance,V2,V2,0.004333307648907478
